# time roll pitch roll
1609761770773656022 -8.42796 -7.98787 180.592
1609761770778656022 -8.46598 -8.02964 180.597
1609761770783656022 -8.50346 -8.07184 180.603
1609761770788656022 -8.54092 -8.11403 180.608
1609761770793656022 -8.59758 -8.12114 180.616
1609761770798656022 -8.65422 -8.12823 180.624
1609761770803656022 -8.61684 -8.08601 180.619
1609761770808656022 -8.57946 -8.04378 180.613
1609761770813656022 -8.5425 -8.00118 180.608
1609761770818656022 -8.50556 -7.95858 180.603
1609761770823656022 -8.47826 -7.90927 180.599
1609761770828656022 -8.45095 -7.85995 180.596
1609761770833656022 -8.43737 -7.91538 180.594
1609761770838656022 -8.42372 -7.97078 180.592
1609761770843656022 -8.47989 -7.95861 180.6
1609761770848656022 -8.53604 -7.94639 180.607
1609761770853656022 -8.52023 -8.00125 180.605
1609761770858656022 -8.5044 -8.0561 180.603
1609761770863656022 -8.50962 -8.11249 180.604
1609761770868656022 -8.50441 -8.05607 180.603
1609761770873656022 -8.477 -8.0068 180.599
1609761770878656022 -8.44962 -7.95753 180.595
1609761770883656022 -8.39827 -7.93353 180.588
1609761770888656022 -8.34693 -7.90951 180.581
1609761770893656022 -8.32477 -7.9623 180.578
1609761770898656022 -8.30258 -8.01506 180.575
1609761770903656022 -8.34342 -8.05412 180.581
1609761770908656022 -8.38425 -8.09317 180.587
1609761770913656022 -8.44135 -8.09669 180.595
1609761770918656022 -8.49842 -8.10021 180.603
1609761770923656022 -8.44582 -8.07879 180.595
1609761770928656022 -8.4984 -8.10019 180.603
1609761770933656022 -8.53518 -8.05596 180.608
1609761770938656022 -8.49853 -8.10027 180.603
1609761770943656022 -8.46573 -8.05443 180.598
1609761770948656022 -8.43296 -8.00859 180.594
1609761770953656022 -8.40049 -7.96253 180.589
1609761770958656022 -8.36798 -7.9165 180.585
1609761770963656022 -8.42239 -7.93325 180.592
1609761770968656022 -8.4768 -7.94998 180.6
1609761770973656022 -8.48413 -8.00613 180.601
1609761770978656022 -8.49144 -8.06228 180.602
1609761770983656022 -8.54686 -8.07538 180.61
1609761770988656022 -8.60228 -8.08848 180.617
1609761770993656022 -8.55117 -8.06394 180.61
1609761770998656022 -8.50009 -8.03939 180.603
1609761771003656022 -8.45963 -8.00009 180.597
1609761771008656022 -8.41916 -7.96079 180.592
1609761771013656022 -8.36769 -7.98661 180.585
1609761771018656022 -8.41905 -7.96039 180.592
1609761771023656022 -8.46741 -7.9899 180.598
1609761771028656022 -8.51576 -8.01939 180.605
1609761771033656022 -8.54156 -8.06956 180.609
1609761771038656022 -8.56735 -8.11971 180.613
1609761771043656022 -8.51937 -8.08969 180.606
1609761771048656022 -8.56732 -8.11972 180.613
1609761771053656022 -8.52693 -8.08032 180.607
1609761771058656022 -8.48654 -8.04091 180.601
1609761771063656022 -8.45742 -7.99265 180.597
1609761771068656022 -8.42831 -7.94438 180.593
1609761771073656022 -8.41811 -7.88874 180.592
1609761771078656022 -8.40787 -7.8331 180.59
1609761771083656022 -8.41501 -7.88933 180.591
1609761771088656022 -8.42214 -7.94554 180.592
1609761771093656022 -8.46374 -7.98375 180.598
1609761771098656022 -8.50535 -8.02196 180.604
1609761771103656022 -8.56248 -8.02465 180.612
1609761771108656022 -8.6196 -8.02732 180.62
1609761771113656022 -8.5629 -8.03624 180.612
1609761771118656022 -8.50621 -8.04514 180.604
1609761771123656022 -8.45304 -8.02516 180.597
1609761771128656022 -8.50622 -8.04521 180.604
1609761771133656022 -8.49395 -7.99003 180.602
1609761771138656022 -8.48169 -7.93486 180.601
1609761771143656022 -8.4266 -7.95123 180.593
1609761771148656022 -8.48176 -7.93486 180.601
1609761771153656022 -8.53049 -7.9041 180.607
1609761771158656022 -8.48155 -7.93446 180.601
1609761771163656022 -8.53846 -7.9271 180.608
1609761771168656022 -8.59536 -7.91974 180.616
1609761771173656022 -8.54294 -7.94353 180.609
1609761771178656022 -8.4905 -7.96731 180.602
1609761771183656022 -8.5476 -7.962 180.61
1609761771188656022 -8.49054 -7.9673 180.602
1609761771193656022 -8.47007 -8.02072 180.599
1609761771198656022 -8.49044 -7.96727 180.602
1609761771203656022 -8.51862 -8.01616 180.606
1609761771208656022 -8.54626 -8.06536 180.61
1609761771213656022 -8.56881 -8.01274 180.613
1609761771218656022 -8.5461 -8.0653 180.61
1609761771223656022 -8.48892 -8.06394 180.602
1609761771228656022 -8.54613 -8.06529 180.61
1609761771233656022 -8.50254 -8.02938 180.604
1609761771238656022 -8.45866 -7.99384 180.597
1609761771243656022 -8.42418 -7.94922 180.593
1609761771248656022 -8.45869 -7.99387 180.598
1609761771253656022 -8.44508 -7.93901 180.596
1609761771258656022 -8.43146 -7.88416 180.594
1609761771263656022 -8.4863 -7.89946 180.601
1609761771268656022 -8.43152 -7.88417 180.594
1609761771273656022 -8.42484 -7.94069 180.593
1609761771278656022 -8.41815 -7.9972 180.592
1609761771283656022 -8.46141 -8.03356 180.598
1609761771288656022 -8.50466 -8.06993 180.604
1609761771293656022 -8.55952 -8.08515 180.612
1609761771298656022 -8.61437 -8.10036 180.62
1609761771303656022 -8.57917 -8.05635 180.615
1609761771308656022 -8.54395 -8.01234 180.61
1609761771313656022 -8.49608 -8.0444 180.603
1609761771318656022 -8.44818 -8.07639 180.596
1609761771323656022 -8.4178 -8.02892 180.592
1609761771328656022 -8.38738 -7.98145 180.588
1609761771333656022 -8.41858 -8.02847 180.592
1609761771338656022 -8.44967 -8.07556 180.597
1609761771343656022 -8.50447 -8.05792 180.604
1609761771348656022 -8.55923 -8.04021 180.612
1609761771353656022 -8.61039 -8.01369 180.619
1609761771358656022 -8.66152 -7.98712 180.626
1609761771363656022 -8.6285 -8.03413 180.622
1609761771368656022 -8.59536 -8.08106 180.617
1609761771373656022 -8.57056 -8.03042 180.614
1609761771378656022 -8.54577 -7.97977 180.61
1609761771383656022 -8.50661 -7.93918 180.605
1609761771388656022 -8.46742 -7.8986 180.599
1609761771393656022 -8.51501 -7.92927 180.606
1609761771398656022 -8.46744 -7.89869 180.599
1609761771403656022 -8.49729 -7.94659 180.603
1609761771408656022 -8.52713 -7.99446 180.608
1609761771413656022 -8.58437 -7.99514 180.616
1609761771418656022 -8.64161 -7.99572 180.624
1609761771423656022 -8.58442 -7.99514 180.616
1609761771428656022 -8.52722 -7.99455 180.608
1609761771433656022 -8.52126 -8.05112 180.607
1609761771438656022 -8.51524 -8.10768 180.606
1609761771443656022 -8.54903 -8.06118 180.611
1609761771448656022 -8.58277 -8.01466 180.615
1609761771453656022 -8.52931 -7.99551 180.608
1609761771458656022 -8.47586 -7.97634 180.601
1609761771463656022 -8.49749 -8.02848 180.604
1609761771468656022 -8.47588 -7.97636 180.601
1609761771473656022 -8.53217 -7.98572 180.609
1609761771478656022 -8.4759 -7.97643 180.601
1609761771483656022 -8.52073 -8.0109 180.607
1609761771488656022 -8.47596 -7.97646 180.601
1609761771493656022 -8.53304 -7.97081 180.609
1609761771498656022 -8.59013 -7.96509 180.617
1609761771503656022 -8.53633 -7.94686 180.609
1609761771508656022 -8.48252 -7.92862 180.602
1609761771513656022 -8.5109 -7.97737 180.606
1609761771518656022 -8.53927 -8.02614 180.61
1609761771523656022 -8.48293 -8.01729 180.602
1609761771528656022 -8.53932 -8.02612 180.61
1609761771533656022 -8.53249 -7.9699 180.609
1609761771538656022 -8.52565 -7.91369 180.608
1609761771543656022 -8.53543 -7.96944 180.609
1609761771548656022 -8.54515 -8.02521 180.611
1609761771553656022 -8.48987 -8.04098 180.603
1609761771558656022 -8.43457 -8.05674 180.595
1609761771563656022 -8.48765 -8.03435 180.603
1609761771568656022 -8.54066 -8.01182 180.61
1609761771573656022 -8.48931 -8.03789 180.603
1609761771578656022 -8.43792 -8.0639 180.596
1609761771583656022 -8.48413 -8.09654 180.602
1609761771588656022 -8.53031 -8.12918 180.609
1609761771593656022 -8.52357 -8.07297 180.608
1609761771598656022 -8.51678 -8.01676 180.607
1609761771603656022 -8.49734 -7.96376 180.604
1609761771608656022 -8.4779 -7.91076 180.601
1609761771613656022 -8.47142 -7.9673 180.6
1609761771618656022 -8.46489 -8.02382 180.6
1609761771623656022 -8.44759 -7.97006 180.597
1609761771628656022 -8.46486 -8.02386 180.6
1609761771633656022 -8.46152 -7.96728 180.599
1609761771638656022 -8.45813 -7.91067 180.599
1609761771643656022 -8.5131 -7.92553 180.606
1609761771648656022 -8.56807 -7.94037 180.614
1609761771653656022 -8.51202 -7.95285 180.606
1609761771658656022 -8.45595 -7.96533 180.598
1609761771663656022 -8.4569 -7.90857 180.598
1609761771668656022 -8.45786 -7.8518 180.599
1609761771673656022 -8.42528 -7.8991 180.594
1609761771678656022 -8.39249 -7.94627 180.59
1609761771683656022 -8.41027 -7.99991 180.592
1609761771688656022 -8.42804 -8.05353 180.595
1609761771693656022 -8.46427 -8.09681 180.6
1609761771698656022 -8.50049 -8.14008 180.605
1609761771703656022 -8.55753 -8.14414 180.613
1609761771708656022 -8.61455 -8.14819 180.621
1609761771713656022 -8.67094 -8.15681 180.629
1609761771718656022 -8.72732 -8.16547 180.637
1609761771723656022 -8.67768 -8.13822 180.63
1609761771728656022 -8.62802 -8.11096 180.623
1609761771733656022 -8.59534 -8.06504 180.618
1609761771738656022 -8.56265 -8.01912 180.614
1609761771743656022 -8.51701 -7.98583 180.607
1609761771748656022 -8.47139 -7.95254 180.601
1609761771753656022 -8.45222 -7.89948 180.599
1609761771758656022 -8.43301 -7.84641 180.596
1609761771763656022 -8.47079 -7.88838 180.601
1609761771768656022 -8.50855 -7.93036 180.606
1609761771773656022 -8.56049 -7.95323 180.613
1609761771778656022 -8.61242 -7.97606 180.621
1609761771783656022 -8.59277 -8.02975 180.618
1609761771788656022 -8.57311 -8.08344 180.615
1609761771793656022 -8.51728 -8.09718 180.607
1609761771798656022 -8.46143 -8.11092 180.6
1609761771803656022 -8.48754 -8.05989 180.603
1609761771808656022 -8.51364 -8.00884 180.607
1609761771813656022 -8.49944 -7.95416 180.605
1609761771818656022 -8.48519 -7.89948 180.603
1609761771823656022 -8.53944 -7.88021 180.61
1609761771828656022 -8.59364 -7.86084 180.618
1609761771833656022 -8.60929 -7.91516 180.62
1609761771838656022 -8.62492 -7.96945 180.622
1609761771843656022 -8.59334 -8.01742 180.618
1609761771848656022 -8.56177 -8.06539 180.613
1609761771853656022 -8.52361 -8.02383 180.608
1609761771858656022 -8.48547 -7.98227 180.603
1609761771863656022 -8.44758 -7.94049 180.598
1609761771868656022 -8.4097 -7.89871 180.592
1609761771873656022 -8.43083 -7.84554 180.595
1609761771878656022 -8.40974 -7.89874 180.592
1609761771883656022 -8.45417 -7.93377 180.598
1609761771888656022 -8.49859 -7.96876 180.605
1609761771893656022 -8.53392 -8.01277 180.61
1609761771898656022 -8.56925 -8.05675 180.615
1609761771903656022 -8.58169 -8.11189 180.616
1609761771908656022 -8.57726 -8.05538 180.616
1609761771913656022 -8.57281 -7.99886 180.615
1609761771918656022 -8.52948 -7.96261 180.609
1609761771923656022 -8.48615 -7.92635 180.603
1609761771928656022 -8.436 -7.9 180.596
1609761771933656022 -8.38586 -7.87366 180.589
1609761771938656022 -8.39919 -7.8182 180.591
1609761771943656022 -8.41248 -7.76273 180.593
1609761771948656022 -8.43214 -7.81574 180.596
1609761771953656022 -8.45177 -7.86874 180.598
1609761771958656022 -8.49191 -7.90847 180.604
1609761771963656022 -8.53203 -7.9482 180.609
1609761771968656022 -8.55988 -7.99725 180.613
1609761771973656022 -8.58772 -8.0463 180.617
1609761771978656022 -8.54123 -8.01413 180.611
1609761771983656022 -8.49473 -7.98195 180.604
1609761771988656022 -8.50208 -8.0381 180.605
1609761771993656022 -8.50934 -8.09427 180.606
1609761771998656022 -8.46718 -8.05674 180.6
1609761772003656022 -8.42502 -8.01923 180.594
1609761772008656022 -8.44665 -7.96625 180.597
1609761772013656022 -8.46821 -7.91324 180.6
1609761772018656022 -8.4874 -7.96636 180.603
1609761772023656022 -8.50657 -8.01946 180.606
1609761772028656022 -8.53995 -8.0649 180.61
1609761772033656022 -8.57317 -8.11046 180.615
1609761772038656022 -8.52307 -8.084 180.608
1609761772043656022 -8.47297 -8.05753 180.601
1609761772048656022 -8.44252 -8.01009 180.597
1609761772053656022 -8.41208 -7.96265 180.593
1609761772058656022 -8.35572 -7.97359 180.585
1609761772063656022 -8.41214 -7.96249 180.593
1609761772068656022 -8.45654 -7.99754 180.599
1609761772073656022 -8.41223 -7.96256 180.593
1609761772078656022 -8.44132 -8.01092 180.597
1609761772083656022 -8.47041 -8.05927 180.601
1609761772088656022 -8.52152 -8.08388 180.608
1609761772093656022 -8.57262 -8.10847 180.615
1609761772098656022 -8.5479 -8.05779 180.612
1609761772103656022 -8.52316 -8.0071 180.608
1609761772108656022 -8.46667 -7.99905 180.6
1609761772113656022 -8.52317 -8.00717 180.608
1609761772118656022 -8.47347 -7.98002 180.601
1609761772123656022 -8.42377 -7.95288 180.595
1609761772128656022 -8.4113 -7.89773 180.593
1609761772133656022 -8.42303 -7.95311 180.594
1609761772138656022 -8.47906 -7.96386 180.602
1609761772143656022 -8.53508 -7.97461 180.61
1609761772148656022 -8.58928 -7.95531 180.618
1609761772153656022 -8.53508 -7.97461 180.61
1609761772158656022 -8.55772 -7.92202 180.613
1609761772163656022 -8.58034 -7.86944 180.616
1609761772168656022 -8.53453 -7.90435 180.61
1609761772173656022 -8.48872 -7.93926 180.604
1609761772178656022 -8.45053 -7.98228 180.598
1609761772183656022 -8.41226 -8.02525 180.593
1609761772188656022 -8.43825 -8.07536 180.597
1609761772193656022 -8.46422 -8.12546 180.6
1609761772198656022 -8.47784 -8.07005 180.602
1609761772203656022 -8.49142 -8.01464 180.604
1609761772208656022 -8.54468 -7.99276 180.612
1609761772213656022 -8.59792 -7.97088 180.619
1609761772218656022 -8.56686 -8.01919 180.615
1609761772223656022 -8.53578 -8.06747 180.61
1609761772228656022 -8.53111 -8.12412 180.61
1609761772233656022 -8.52645 -8.18077 180.609
1609761772238656022 -8.51166 -8.12625 180.607
1609761772243656022 -8.49687 -8.07173 180.605
1609761772248656022 -8.52757 -8.0232 180.609
1609761772253656022 -8.55824 -7.97465 180.614
1609761772258656022 -8.51503 -7.93826 180.608
1609761772263656022 -8.47181 -7.90188 180.602
1609761772268656022 -8.46159 -7.84622 180.6
1609761772273656022 -8.45137 -7.79056 180.599
1609761772278656022 -8.39418 -7.79019 180.591
1609761772283656022 -8.337 -7.78979 180.583
1609761772288656022 -8.36511 -7.83879 180.587
1609761772293656022 -8.3932 -7.8878 180.591
1609761772298656022 -8.41594 -7.93955 180.594
1609761772303656022 -8.43866 -7.9913 180.597
1609761772308656022 -8.46697 -8.04014 180.601
1609761772313656022 -8.49527 -8.08893 180.605
1609761772318656022 -8.52581 -8.13632 180.61
1609761772323656022 -8.55631 -8.18368 180.614
1609761772328656022 -8.56056 -8.12697 180.615
1609761772333656022 -8.56479 -8.07027 180.615
1609761772338656022 -8.51805 -8.03835 180.609
1609761772343656022 -8.47135 -8.00645 180.602
1609761772348656022 -8.4282 -7.97 180.596
1609761772353656022 -8.38509 -7.93354 180.59
1609761772358656022 -8.38716 -7.87678 180.591
1609761772363656022 -8.38923 -7.82006 180.591
1609761772368656022 -8.401 -7.87548 180.592
1609761772373656022 -8.41274 -7.93087 180.594
1609761772378656022 -8.45886 -7.96369 180.6
1609761772383656022 -8.50495 -7.99648 180.607
1609761772388656022 -8.53064 -8.04669 180.61
1609761772393656022 -8.50489 -7.99652 180.607
1609761772398656022 -8.56207 -7.99715 180.615
1609761772403656022 -8.61927 -7.99778 180.623
1609761772408656022 -8.58966 -8.04695 180.619
1609761772413656022 -8.56007 -8.0961 180.615
1609761772418656022 -8.56114 -8.15282 180.615
1609761772423656022 -8.56218 -8.20955 180.615
1609761772428656022 -8.60394 -8.24759 180.621
1609761772433656022 -8.64569 -8.28561 180.627
1609761772438656022 -8.60088 -8.25124 180.62
1609761772443656022 -8.55602 -8.21683 180.614
1609761772448656022 -8.57009 -8.16153 180.616
1609761772453656022 -8.58415 -8.10622 180.618
1609761772458656022 -8.55314 -8.05908 180.614
1609761772463656022 -8.52215 -8.01194 180.609
1609761772468656022 -8.48387 -7.97051 180.604
1609761772473656022 -8.44563 -7.9291 180.599
1609761772478656022 -8.39244 -7.9094 180.591
1609761772483656022 -8.33926 -7.88971 180.584
1609761772488656022 -8.38221 -7.92664 180.59
1609761772493656022 -8.42514 -7.96354 180.596
1609761772498656022 -8.45504 -8.01147 180.6
1609761772503656022 -8.48489 -8.05937 180.604
1609761772508656022 -8.52663 -8.09736 180.61
1609761772513656022 -8.56834 -8.13533 180.616
1609761772518656022 -8.61011 -8.17319 180.622
1609761772523656022 -8.65187 -8.21104 180.628
1609761772528656022 -8.60438 -8.18022 180.621
1609761772533656022 -8.55691 -8.14939 180.615
1609761772538656022 -8.51457 -8.11203 180.609
1609761772543656022 -8.47227 -8.07469 180.603
1609761772548656022 -8.45206 -8.02205 180.6
1609761772553656022 -8.43182 -7.96943 180.597
1609761772558656022 -8.38959 -7.93205 180.591
1609761772563656022 -8.34733 -7.89466 180.585
1609761772568656022 -8.39578 -7.92403 180.592
1609761772573656022 -8.44421 -7.9534 180.599
1609761772578656022 -8.49462 -7.97928 180.606
1609761772583656022 -8.54501 -8.00515 180.613
1609761772588656022 -8.48773 -8.00572 180.605
1609761772593656022 -8.43047 -8.00629 180.597
1609761772598656022 -8.37984 -7.98082 180.59
1609761772603656022 -8.32922 -7.95535 180.583
1609761772608656022 -8.32216 -7.89917 180.582
1609761772613656022 -8.3151 -7.84304 180.581
1609761772618656022 -8.31457 -7.89986 180.581
1609761772623656022 -8.31398 -7.95663 180.581
1609761772628656022 -8.36453 -7.98243 180.588
1609761772633656022 -8.41507 -8.0082 180.595
1609761772638656022 -8.44447 -8.05638 180.599
1609761772643656022 -8.47386 -8.10454 180.603
1609761772648656022 -8.51375 -8.14444 180.609
1609761772653656022 -8.55363 -8.18434 180.614
1609761772658656022 -8.58564 -8.13662 180.619
1609761772663656022 -8.61765 -8.08889 180.623
1609761772668656022 -8.57766 -8.04907 180.618
1609761772673656022 -8.53767 -8.00924 180.612
1609761772678656022 -8.48212 -8.02407 180.605
1609761772683656022 -8.42659 -8.03892 180.597
1609761772688656022 -8.40753 -7.98576 180.594
1609761772693656022 -8.38849 -7.93262 180.592
1609761772698656022 -8.39923 -7.87666 180.593
1609761772703656022 -8.40997 -7.82072 180.594
1609761772708656022 -8.35301 -7.82689 180.587
1609761772713656022 -8.29605 -7.83301 180.579
1609761772718656022 -8.35335 -7.8302 180.587
1609761772723656022 -8.4106 -7.8274 180.595
1609761772728656022 -8.39824 -7.8831 180.593
1609761772733656022 -8.38587 -7.93879 180.591
1609761772738656022 -8.41599 -7.98651 180.595
1609761772743656022 -8.44614 -8.03421 180.6
1609761772748656022 -8.46452 -8.08763 180.602
1609761772753656022 -8.48289 -8.14104 180.605
1609761772758656022 -8.53849 -8.15367 180.613
1609761772763656022 -8.59409 -8.16629 180.621
1609761772768656022 -8.62952 -8.21014 180.626
1609761772773656022 -8.66491 -8.25396 180.631
1609761772778656022 -8.63965 -8.2035 180.627
1609761772783656022 -8.61439 -8.15303 180.624
1609761772788656022 -8.57938 -8.10874 180.619
1609761772793656022 -8.5444 -8.06447 180.614
1609761772798656022 -8.51414 -8.0169 180.609
1609761772803656022 -8.48391 -7.96932 180.605
1609761772808656022 -8.44436 -7.92916 180.6
1609761772813656022 -8.40484 -7.88901 180.594
1609761772818656022 -8.44935 -7.92404 180.6
1609761772823656022 -8.49386 -7.95909 180.607
1609761772828656022 -8.54097 -7.99061 180.613
1609761772833656022 -8.58803 -8.0221 180.62
1609761772838656022 -8.61116 -8.07355 180.623
1609761772843656022 -8.63426 -8.12496 180.626
1609761772848656022 -8.66671 -8.17096 180.631
1609761772853656022 -8.69913 -8.21695 180.636
1609761772858656022 -8.65767 -8.17858 180.63
1609761772863656022 -8.61623 -8.14022 180.624
1609761772868656022 -8.56907 -8.10903 180.617
1609761772873656022 -8.52197 -8.07785 180.61
1609761772878656022 -8.48289 -8.03726 180.605
1609761772883656022 -8.44384 -7.99668 180.6
1609761772888656022 -8.50101 -8.00035 180.608
1609761772893656022 -8.55813 -8.00399 180.616
1609761772898656022 -8.58225 -8.05502 180.619
1609761772903656022 -8.60631 -8.10602 180.622
1609761772908656022 -8.63489 -8.05626 180.626
1609761772913656022 -8.66346 -8.00649 180.63
1609761772918656022 -8.61184 -7.98291 180.623
1609761772923656022 -8.56022 -7.95933 180.616
1609761772928656022 -8.50819 -7.93671 180.609
1609761772933656022 -8.45621 -7.9141 180.602
1609761772938656022 -8.40411 -7.89183 180.594
1609761772943656022 -8.35202 -7.86956 180.587
1609761772948656022 -8.39381 -7.90772 180.593
1609761772953656022 -8.43558 -7.94586 180.599
1609761772958656022 -8.47658 -7.98475 180.605
1609761772963656022 -8.51753 -8.02362 180.61
1609761772968656022 -8.57419 -8.0303 180.618
1609761772973656022 -8.63083 -8.03695 180.626
1609761772978656022 -8.59576 -7.9927 180.621
1609761772983656022 -8.56071 -7.94846 180.616
1609761772988656022 -8.50607 -7.9326 180.609
1609761772993656022 -8.45146 -7.91673 180.601
1609761772998656022 -8.41345 -7.8751 180.596
1609761773003656022 -8.37548 -7.83348 180.591
1609761773008656022 -8.42633 -7.8588 180.598
1609761773013656022 -8.47719 -7.8841 180.605
1609761773018656022 -8.50828 -7.93125 180.609
1609761773023656022 -8.53932 -7.97835 180.613
1609761773028656022 -8.56192 -8.03004 180.617
1609761773033656022 -8.58449 -8.0817 180.62
1609761773038656022 -8.63666 -8.0574 180.627
1609761773043656022 -8.68888 -8.03318 180.634
1609761773048656022 -8.63662 -8.01104 180.627
1609761773053656022 -8.5844 -7.98892 180.62
1609761773058656022 -8.54343 -7.95015 180.614
1609761773063656022 -8.50249 -7.91139 180.609
1609761773068656022 -8.47913 -7.8601 180.605
1609761773073656022 -8.45536 -7.80899 180.602
1609761773078656022 -8.46916 -7.86389 180.604
1609761773083656022 -8.48292 -7.91877 180.606
1609761773088656022 -8.5182 -7.96278 180.611
1609761773093656022 -8.55345 -8.00679 180.616
1609761773098656022 -8.58194 -7.95699 180.62
1609761773103656022 -8.61044 -7.9072 180.624
1609761773108656022 -8.57084 -7.86697 180.618
1609761773113656022 -8.53128 -7.82672 180.613
1609761773118656022 -8.47624 -7.84324 180.605
1609761773123656022 -8.42123 -7.85978 180.598
1609761773128656022 -8.42596 -7.91632 180.599
1609761773133656022 -8.43067 -7.97285 180.599
1609761773138656022 -8.47516 -8.00781 180.605
1609761773143656022 -8.51962 -8.04279 180.612
1609761773148656022 -8.57675 -8.03781 180.62
1609761773153656022 -8.63387 -8.03281 180.628
1609761773158656022 -8.63901 -8.08923 180.628
1609761773163656022 -8.64415 -8.14562 180.629
1609761773168656022 -8.64464 -8.20233 180.629
1609761773173656022 -8.64514 -8.25904 180.629
