# time w x y z
1609761771888656022 0.99485 -0.0735508 -0.0696829 0.000100769
1609761771893656022 0.994801 -0.0738505 -0.0700681 9.35e-05
1609761771898656022 0.994751 -0.0741501 -0.0704531 8.61267e-05
1609761771903656022 0.994709 -0.0742519 -0.0709329 5.75088e-05
1609761771908656022 0.994747 -0.0742191 -0.0704419 9.18278e-05
1609761771913656022 0.994784 -0.0741861 -0.069951 0.000126256
1609761771918656022 0.994834 -0.0738169 -0.0696323 0.000124146
1609761771923656022 0.994883 -0.0734476 -0.0693137 0.00012194
1609761771928656022 0.994931 -0.0730187 -0.0690804 0.000109442
1609761771933656022 0.994978 -0.0725898 -0.0688473 9.68462e-05
1609761771938656022 0.995003 -0.0727094 -0.068367 0.000140286
1609761771943656022 0.995027 -0.0728286 -0.0678865 0.0001838
1609761771948656022 0.994983 -0.072993 -0.0683485 0.000161322
1609761771953656022 0.994939 -0.0731571 -0.0688104 0.000138879
1609761771958656022 0.99489 -0.0734987 -0.069159 0.000136979
1609761771963656022 0.994841 -0.0738401 -0.0695075 0.000134981
1609761771968656022 0.994793 -0.0740751 -0.0699358 0.000119597
1609761771973656022 0.994745 -0.0743099 -0.0703641 0.000104221
1609761771978656022 0.994795 -0.0739132 -0.0700806 9.74228e-05
1609761771983656022 0.994844 -0.0735164 -0.0697971 9.06609e-05
1609761771988656022 0.994806 -0.0735745 -0.0702852 5.8767e-05
1609761771993656022 0.994767 -0.0736316 -0.0707734 2.68169e-05
1609761771998656022 0.994817 -0.0732727 -0.0704439 2.57673e-05
1609761772003656022 0.994866 -0.0729137 -0.0701144 2.45617e-05
1609761772008656022 0.994884 -0.0731044 -0.0696564 7.16745e-05
1609761772013656022 0.994903 -0.0732946 -0.0691982 0.000118872
1609761772018656022 0.994858 -0.0734548 -0.069661 9.59149e-05
1609761772023656022 0.994814 -0.0736147 -0.0701238 7.30579e-05
1609761772028656022 0.994765 -0.0738975 -0.0705212 6.35934e-05
1609761772033656022 0.994716 -0.0741788 -0.0709198 5.39114e-05
1609761772038656022 0.994764 -0.0737507 -0.0706855 4.09138e-05
1609761772043656022 0.994812 -0.0733225 -0.0704512 2.79574e-05
1609761772048656022 0.994861 -0.073065 -0.0700366 4.03702e-05
1609761772053656022 0.994909 -0.0728075 -0.0696221 5.28297e-05
1609761772058656022 0.994938 -0.072322 -0.0697121 1.23298e-05
1609761772063656022 0.994909 -0.072808 -0.0696207 5.31588e-05
1609761772068656022 0.994859 -0.0731867 -0.0699289 5.72386e-05
1609761772073656022 0.994909 -0.0728088 -0.0696214 5.3404e-05
1609761772078656022 0.994861 -0.0730546 -0.0700438 3.97714e-05
1609761772083656022 0.994813 -0.0733003 -0.0704662 2.60409e-05
1609761772088656022 0.994765 -0.0737373 -0.0706844 4.09454e-05
1609761772093656022 0.994717 -0.0741742 -0.0709025 5.59416e-05
1609761772098656022 0.994764 -0.0739664 -0.0704603 7.41865e-05
1609761772103656022 0.994811 -0.0737584 -0.0700181 9.24607e-05
1609761772108656022 0.994852 -0.0732735 -0.0699431 6.39313e-05
1609761772113656022 0.994811 -0.0737585 -0.0700187 9.24806e-05
1609761772118656022 0.994859 -0.0733337 -0.0697785 8.05108e-05
1609761772123656022 0.994907 -0.0729088 -0.0695384 6.85788e-05
1609761772128656022 0.994948 -0.0728065 -0.0690585 9.67204e-05
1609761772133656022 0.994907 -0.0729024 -0.0695405 6.82071e-05
1609761772138656022 0.994865 -0.0733832 -0.0696387 9.47124e-05
1609761772143656022 0.994823 -0.0738638 -0.0697371 0.000121181
1609761772148656022 0.994799 -0.0743316 -0.0695745 0.00016614
1609761772153656022 0.994823 -0.0738638 -0.0697371 0.000121333
1609761772158656022 0.99484 -0.0740633 -0.0692827 0.000169099
1609761772163656022 0.994856 -0.0742626 -0.0688282 0.000216963
1609761772168656022 0.994865 -0.0738655 -0.0691272 0.000167256
1609761772173656022 0.994874 -0.0734684 -0.0694262 0.00011764
1609761772178656022 0.994872 -0.0731361 -0.0697963 6.72974e-05
1609761772183656022 0.994871 -0.0728033 -0.0701659 1.6808e-05
1609761772188656022 0.994824 -0.0730221 -0.0706032 3.00554e-07
1609761772193656022 0.994777 -0.0732407 -0.0710404 -1.61959e-05
1609761772198656022 0.994802 -0.0733629 -0.0705607 2.79315e-05
1609761772203656022 0.994827 -0.0734846 -0.0700809 7.20326e-05
1609761772208656022 0.994806 -0.0739444 -0.0698958 0.000118191
1609761772213656022 0.994784 -0.0744041 -0.0697107 0.000164311
1609761772218656022 0.994775 -0.0741326 -0.0701272 0.00011424
1609761772223656022 0.994766 -0.0738611 -0.0705435 6.41609e-05
1609761772228656022 0.994734 -0.0738157 -0.0710348 2.45263e-05
1609761772233656022 0.994703 -0.0737704 -0.0715261 -1.51102e-05
1609761772238656022 0.994746 -0.0736484 -0.0710516 1.1336e-05
1609761772243656022 0.994789 -0.0735263 -0.070577 3.78859e-05
1609761772248656022 0.994798 -0.0737946 -0.0701585 8.79677e-05
1609761772253656022 0.994808 -0.0740627 -0.0697398 0.000138046
1609761772258656022 0.994857 -0.0736945 -0.06942 0.000136017
1609761772263656022 0.994907 -0.0733261 -0.0691003 0.000134093
1609761772268656022 0.994947 -0.0732432 -0.0686162 0.000164158
1609761772273656022 0.994986 -0.0731603 -0.068132 0.000194232
1609761772278656022 0.995023 -0.0726684 -0.0681238 0.000161224
1609761772283656022 0.995059 -0.0721765 -0.0681153 0.00012834
1609761772288656022 0.995012 -0.072414 -0.0685433 0.000113606
1609761772293656022 0.994965 -0.0726512 -0.0689712 9.89141e-05
1609761772298656022 0.99492 -0.0728422 -0.0694225 7.92762e-05
1609761772303656022 0.994875 -0.0730329 -0.0698739 5.97468e-05
1609761772308656022 0.994827 -0.0732718 -0.0703004 4.53953e-05
1609761772313656022 0.994779 -0.0735106 -0.0707265 3.09841e-05
1609761772318656022 0.99473 -0.0737686 -0.0711407 1.88676e-05
1609761772323656022 0.994682 -0.0740263 -0.0715546 6.70692e-06
1609761772328656022 0.994714 -0.0740681 -0.0710627 4.63395e-05
1609761772333656022 0.994746 -0.0741097 -0.0705709 8.59628e-05
1609761772338656022 0.994795 -0.073711 -0.0702896 7.85114e-05
1609761772343656022 0.994844 -0.0733124 -0.0700084 7.12415e-05
1609761772348656022 0.994894 -0.0729447 -0.0696882 6.90448e-05
1609761772353656022 0.994943 -0.0725773 -0.0693678 6.69196e-05
1609761772358656022 0.994976 -0.0726001 -0.0688752 0.000104671
1609761772363656022 0.995008 -0.0726229 -0.0683829 0.000142352
1609761772368656022 0.994968 -0.0727192 -0.0688651 0.000113793
1609761772373656022 0.994927 -0.0728153 -0.0693471 8.53163e-05
1609761772378656022 0.994878 -0.0732089 -0.0696361 9.18464e-05
1609761772383656022 0.994829 -0.0736021 -0.069925 9.82931e-05
1609761772388656022 0.994782 -0.0738184 -0.0703632 8.10527e-05
1609761772393656022 0.994829 -0.0736016 -0.0699253 9.82461e-05
1609761772398656022 0.994792 -0.0740931 -0.0699359 0.000131988
1609761772403656022 0.994754 -0.0745847 -0.0699467 0.000165901
1609761772408656022 0.994744 -0.0743256 -0.0703707 0.000115967
1609761772413656022 0.994733 -0.0740668 -0.0707947 6.60123e-05
1609761772418656022 0.994697 -0.0740707 -0.0712871 2.97693e-05
1609761772423656022 0.994662 -0.0740744 -0.0717797 -6.4644e-06
1609761772428656022 0.994611 -0.0744295 -0.0721137 -5.49891e-06
1609761772433656022 0.99456 -0.0747845 -0.0724475 -4.58686e-06
1609761772438656022 0.994611 -0.0744028 -0.0721451 -9.61636e-06
1609761772443656022 0.994661 -0.0740208 -0.0718423 -1.47562e-05
1609761772448656022 0.994686 -0.0741467 -0.0713636 3.00777e-05
1609761772453656022 0.994711 -0.0742727 -0.0708848 7.48293e-05
1609761772458656022 0.99476 -0.0740106 -0.0704727 8.68371e-05
1609761772463656022 0.994809 -0.0737486 -0.0700608 9.89511e-05
1609761772468656022 0.994858 -0.0734232 -0.0696977 0.000103043
1609761772473656022 0.994907 -0.0730981 -0.0693347 0.000107082
1609761772478656022 0.994953 -0.0726425 -0.069159 8.84388e-05
1609761772483656022 0.994998 -0.0721869 -0.0689833 6.96554e-05
1609761772488656022 0.994949 -0.072553 -0.0693078 7.16543e-05
1609761772493656022 0.9949 -0.0729188 -0.069632 7.37894e-05
1609761772498656022 0.994852 -0.0731715 -0.0700508 6.0928e-05
1609761772503656022 0.994804 -0.0734238 -0.0704692 4.80777e-05
1609761772508656022 0.994754 -0.073779 -0.0708028 4.86125e-05
1609761772513656022 0.994704 -0.0741339 -0.0711362 4.92028e-05
1609761772518656022 0.994653 -0.0744893 -0.0714687 4.98376e-05
1609761772523656022 0.994603 -0.0748445 -0.0718011 5.04331e-05
1609761772528656022 0.994653 -0.0744394 -0.0715292 4.1609e-05
1609761772533656022 0.994702 -0.0740345 -0.0712572 3.29902e-05
1609761772538656022 0.994752 -0.0736741 -0.0709291 3.17213e-05
1609761772543656022 0.994802 -0.073314 -0.0706011 3.03957e-05
1609761772548656022 0.994847 -0.0731449 -0.0701424 5.22963e-05
1609761772553656022 0.994892 -0.0729757 -0.0696837 7.42614e-05
1609761772558656022 0.994941 -0.072616 -0.0693555 7.32993e-05
1609761772563656022 0.99499 -0.0722558 -0.0690272 7.22991e-05
1609761772568656022 0.994942 -0.0726699 -0.0692864 8.22538e-05
1609761772573656022 0.994894 -0.0730837 -0.0695457 9.22208e-05
1609761772578656022 0.994846 -0.0735147 -0.0697749 0.000105572
1609761772583656022 0.994798 -0.0739455 -0.070004 0.000118876
1609761772588656022 0.994834 -0.0734531 -0.0700038 8.42306e-05
1609761772593656022 0.994871 -0.0729608 -0.0700036 4.97486e-05
1609761772598656022 0.994918 -0.0725278 -0.069778 3.59448e-05
1609761772603656022 0.994965 -0.0720947 -0.0695525 2.20814e-05
1609761772608656022 0.995004 -0.072039 -0.0690641 5.36802e-05
1609761772613656022 0.995041 -0.0719832 -0.0685761 8.53775e-05
1609761772618656022 0.995008 -0.0719737 -0.0690694 4.91274e-05
1609761772623656022 0.994974 -0.0719636 -0.0695622 1.29059e-05
1609761772628656022 0.994927 -0.0723959 -0.0697907 2.67622e-05
1609761772633656022 0.994879 -0.0728281 -0.0700189 4.06063e-05
1609761772638656022 0.994831 -0.0730765 -0.0704398 2.73455e-05
1609761772643656022 0.994783 -0.0733247 -0.0708605 1.39911e-05
1609761772648656022 0.994733 -0.0736639 -0.0712105 1.23434e-05
1609761772653656022 0.994683 -0.0740028 -0.0715605 1.09397e-05
1609761772658656022 0.994691 -0.0742823 -0.0711493 6.17051e-05
1609761772663656022 0.9947 -0.0745618 -0.0707379 0.000112369
1609761772668656022 0.99475 -0.0742218 -0.0703886 0.000114437
1609761772673656022 0.9948 -0.0738818 -0.0700392 0.000116642
1609761772678656022 0.994827 -0.0734029 -0.070163 7.39043e-05
1609761772683656022 0.994853 -0.0729242 -0.0702869 3.10531e-05
1609761772688656022 0.994898 -0.0727651 -0.0698237 5.38796e-05
1609761772693656022 0.994942 -0.0726061 -0.0693606 7.6805e-05
1609761772698656022 0.994968 -0.0727034 -0.0688758 0.000119195
1609761772703656022 0.994995 -0.0728007 -0.068391 0.000161407
1609761772708656022 0.995027 -0.0723103 -0.0684396 0.000124184
1609761772713656022 0.995059 -0.0718198 -0.0684878 8.69939e-05
1609761772718656022 0.995025 -0.0723129 -0.0684684 0.000122365
1609761772723656022 0.99499 -0.0728056 -0.068449 0.000157714
1609761772728656022 0.994965 -0.0726943 -0.0689316 0.000114852
1609761772733656022 0.99494 -0.072583 -0.069414 7.19309e-05
1609761772738656022 0.994892 -0.0728377 -0.069831 5.94883e-05
1609761772743656022 0.994844 -0.0730926 -0.0702478 4.7075e-05
1609761772748656022 0.9948 -0.0732456 -0.0707132 2.37639e-05
1609761772753656022 0.994755 -0.0733986 -0.0711785 4.57976e-07
1609761772758656022 0.994712 -0.0738753 -0.0712932 2.61621e-05
1609761772763656022 0.994668 -0.0743518 -0.0714079 5.19052e-05
1609761772768656022 0.994618 -0.074652 -0.0717918 4.48367e-05
1609761772773656022 0.994568 -0.0749519 -0.0721754 3.77159e-05
1609761772778656022 0.994615 -0.0747397 -0.0717351 5.55098e-05
1609761772783656022 0.994663 -0.0745274 -0.0712947 7.3307e-05
1609761772788656022 0.994713 -0.0742308 -0.0709071 8.11024e-05
1609761772793656022 0.994762 -0.0739342 -0.0705196 8.88612e-05
1609761772798656022 0.994811 -0.0736784 -0.0701039 0.0001016
1609761772803656022 0.994859 -0.0734229 -0.0696881 0.000114369
1609761772808656022 0.994908 -0.0730865 -0.0693359 0.000116846
1609761772813656022 0.994957 -0.0727502 -0.0689838 0.000119414
1609761772818656022 0.994908 -0.0731299 -0.0692919 0.000123408
1609761772823656022 0.994859 -0.0735094 -0.0696002 0.000127348
1609761772828656022 0.994809 -0.0739115 -0.0698781 0.000134998
1609761772833656022 0.99476 -0.0743131 -0.0701558 0.000142753
1609761772838656022 0.994714 -0.0745071 -0.0706045 0.000123125
1609761772843656022 0.994667 -0.0747008 -0.0710529 0.000103404
1609761772848656022 0.994618 -0.0749753 -0.0714552 9.2679e-05
1609761772853656022 0.994568 -0.0752494 -0.0718574 8.2071e-05
1609761772858656022 0.994619 -0.0748969 -0.0715204 8.21361e-05
1609761772863656022 0.994669 -0.0745445 -0.0711836 8.2254e-05
1609761772868656022 0.994719 -0.0741421 -0.0709086 7.42715e-05
1609761772873656022 0.994769 -0.0737402 -0.0706336 6.62586e-05
1609761772878656022 0.994818 -0.0734081 -0.0702777 6.92325e-05
1609761772883656022 0.994868 -0.073076 -0.069922 7.22482e-05
1609761772888656022 0.994829 -0.0735671 -0.069959 0.000104108
1609761772893656022 0.99479 -0.0740578 -0.0699958 0.000136037
1609761772898656022 0.994744 -0.0742604 -0.070441 0.00011734
1609761772903656022 0.994697 -0.0744624 -0.0708859 9.84642e-05
1609761772908656022 0.994709 -0.0747127 -0.0704566 0.00014844
1609761772913656022 0.99472 -0.074963 -0.0700273 0.000198421
1609761772918656022 0.994768 -0.0745214 -0.0698178 0.000183073
1609761772923656022 0.994816 -0.0740798 -0.0696084 0.000167763
1609761772928656022 0.994863 -0.0736346 -0.0694073 0.000151539
1609761772933656022 0.99491 -0.0731896 -0.0692063 0.000135522
1609761772938656022 0.994956 -0.0727436 -0.0690084 0.000119242
1609761772943656022 0.995002 -0.0722975 -0.0688105 0.000102962
1609761772948656022 0.994953 -0.0726536 -0.0691455 0.000103327
1609761772953656022 0.994904 -0.0730093 -0.0694803 0.000103737
1609761772958656022 0.994854 -0.0733583 -0.0698216 0.000103148
1609761772963656022 0.994805 -0.0737068 -0.0701628 0.000102478
1609761772968656022 0.994764 -0.0741932 -0.0702259 0.00013211
1609761772973656022 0.994723 -0.0746794 -0.0702889 0.000161782
1609761772978656022 0.994773 -0.0743821 -0.0699015 0.000169818
1609761772983656022 0.994822 -0.0740848 -0.0695143 0.000177922
1609761772988656022 0.994866 -0.0736165 -0.0693716 0.000155955
1609761772993656022 0.994911 -0.0731484 -0.069229 0.000133964
1609761772998656022 0.99496 -0.0728252 -0.0688642 0.000138503
1609761773003656022 0.995009 -0.0725022 -0.0684995 0.000143021
1609761773008656022 0.994962 -0.0729374 -0.0687238 0.00015678
1609761773013656022 0.994914 -0.0733725 -0.0689481 0.00017058
1609761773018656022 0.994866 -0.0736356 -0.0693601 0.000158565
1609761773023656022 0.994818 -0.0738981 -0.0697719 0.000146509
1609761773028656022 0.994772 -0.0740876 -0.0702226 0.000126405
1609761773033656022 0.994726 -0.0742768 -0.0706731 0.000106275
1609761773038656022 0.994707 -0.0747275 -0.0704671 0.000153621
1609761773043656022 0.994687 -0.0751785 -0.0702616 0.000201028
1609761773048656022 0.994735 -0.0747315 -0.0700646 0.000184477
1609761773053656022 0.994782 -0.0742846 -0.0698678 0.00016792
1609761773058656022 0.994832 -0.073936 -0.0695276 0.000168958
1609761773063656022 0.994882 -0.0735875 -0.0691874 0.00017008
1609761773068656022 0.994927 -0.0733912 -0.06874 0.000189747
1609761773073656022 0.994973 -0.0731913 -0.0682942 0.000208964
1609761773078656022 0.994931 -0.073305 -0.0687721 0.000181775
1609761773083656022 0.99489 -0.0734185 -0.0692498 0.00015459
1609761773088656022 0.994841 -0.0737178 -0.069635 0.000147049
1609761773093656022 0.994792 -0.0740168 -0.0700202 0.000139426
1609761773098656022 0.994803 -0.0742663 -0.0695906 0.000188974
1609761773103656022 0.994814 -0.0745159 -0.0691609 0.000238673
1609761773108656022 0.994864 -0.0741791 -0.0688081 0.000241768
1609761773113656022 0.994913 -0.0738425 -0.0684551 0.000244842
1609761773118656022 0.994939 -0.0733676 -0.0685936 0.000201961
1609761773123656022 0.994964 -0.072893 -0.0687323 0.000159121
1609761773128656022 0.994928 -0.0729287 -0.0692236 0.000125697
1609761773133656022 0.994891 -0.0729641 -0.0697148 9.22959e-05
1609761773138656022 0.994841 -0.0733434 -0.0700223 9.64201e-05
1609761773143656022 0.994792 -0.0737223 -0.07033 0.000100576
1609761773148656022 0.994758 -0.0742139 -0.070292 0.000138238
1609761773153656022 0.994724 -0.0747052 -0.0702539 0.000175802
1609761773158656022 0.994686 -0.0747441 -0.0707441 0.000141821
1609761773163656022 0.994648 -0.074783 -0.071234 0.000107837
1609761773168656022 0.994613 -0.0747818 -0.0717263 7.08147e-05
1609761773173656022 0.994577 -0.0747808 -0.0722185 3.38324e-05
