# time w x y z
1609761769863656022 0.994854 -0.0732985 -0.0698899 3.47026e-05
1609761769868656022 0.994817 -0.0737909 -0.069888 6.95572e-05
1609761769873656022 0.994774 -0.0739271 -0.0703587 4.42735e-05
1609761769878656022 0.994731 -0.0740624 -0.0708296 1.88765e-05
1609761769883656022 0.994774 -0.0739388 -0.0703554 4.54352e-05
1609761769888656022 0.994816 -0.0738153 -0.0698811 7.1988e-05
1609761769893656022 0.994852 -0.0733231 -0.0698971 3.63688e-05
1609761769898656022 0.994816 -0.0738155 -0.0698809 7.21844e-05
1609761769903656022 0.994858 -0.0733323 -0.0697984 4.44283e-05
1609761769908656022 0.994816 -0.0738161 -0.0698812 7.23574e-05
1609761769913656022 0.994812 -0.0735068 -0.0702704 2.17598e-05
1609761769918656022 0.994807 -0.0731973 -0.0706595 -2.87007e-05
1609761769923656022 0.994761 -0.0736529 -0.0708374 -9.24952e-06
1609761769928656022 0.994714 -0.0741085 -0.0710151 1.02087e-05
1609761769933656022 0.994764 -0.0737833 -0.0706522 1.40391e-05
1609761769938656022 0.994814 -0.0734573 -0.0702898 1.77943e-05
1609761769943656022 0.994862 -0.0730392 -0.0700381 6.95583e-06
1609761769948656022 0.994814 -0.0734574 -0.0702899 1.79965e-05
1609761769953656022 0.994849 -0.0734547 -0.0697973 5.4129e-05
1609761769958656022 0.994883 -0.073452 -0.0693046 9.03899e-05
1609761769963656022 0.994918 -0.0729599 -0.0693231 5.48792e-05
1609761769968656022 0.994953 -0.072468 -0.0693378 1.97127e-05
1609761769973656022 0.994911 -0.0729467 -0.0694455 4.53569e-05
1609761769978656022 0.994954 -0.072471 -0.0693301 2.07697e-05
1609761769983656022 0.994908 -0.072927 -0.0695082 3.97263e-05
1609761769988656022 0.994862 -0.0733828 -0.0696864 5.86443e-05
1609761769993656022 0.994822 -0.0734666 -0.0701703 2.894e-05
1609761769998656022 0.994781 -0.0735502 -0.0706541 -9.16759e-07
1609761770003656022 0.994764 -0.0733501 -0.071108 -4.86709e-05
1609761770008656022 0.994746 -0.07315 -0.0715619 -9.65313e-05
1609761770013656022 0.994787 -0.0730643 -0.0710787 -6.72578e-05
1609761770018656022 0.994828 -0.0729784 -0.0705956 -3.79209e-05
1609761770023656022 0.994869 -0.072883 -0.0701144 -9.25525e-06
1609761770028656022 0.994909 -0.0727876 -0.069633 1.94895e-05
1609761770033656022 0.994947 -0.0727412 -0.0691433 5.2165e-05
1609761770038656022 0.994984 -0.0726943 -0.0686537 8.48133e-05
1609761770043656022 0.994937 -0.0729351 -0.0690794 7.03412e-05
1609761770048656022 0.99489 -0.0731756 -0.0695052 5.59647e-05
1609761770053656022 0.99484 -0.0735569 -0.0698098 6.03465e-05
1609761770058656022 0.994791 -0.0739379 -0.0701145 6.46791e-05
1609761770063656022 0.994778 -0.0736912 -0.0705457 1.52804e-05
1609761770068656022 0.994766 -0.0734444 -0.0709767 -3.42181e-05
1609761770073656022 0.994792 -0.0735535 -0.0704943 9.17834e-06
1609761770078656022 0.994818 -0.0736628 -0.0700116 5.25628e-05
1609761770083656022 0.994859 -0.0735763 -0.0695284 8.23817e-05
1609761770088656022 0.994899 -0.0734897 -0.0690451 0.000112342
1609761770093656022 0.994927 -0.0730071 -0.0691507 7.11229e-05
1609761770098656022 0.994955 -0.0725243 -0.0692562 2.98685e-05
1609761770103656022 0.994906 -0.072932 -0.0695252 3.88601e-05
1609761770108656022 0.994858 -0.0733397 -0.069794 4.77856e-05
1609761770113656022 0.994843 -0.0737691 -0.0695442 9.64398e-05
1609761770118656022 0.994829 -0.0741984 -0.0692944 0.000145014
1609761770123656022 0.994822 -0.0739085 -0.0696984 9.47808e-05
1609761770128656022 0.994815 -0.0736186 -0.0701022 4.45332e-05
1609761770133656022 0.994853 -0.0735671 -0.0696132 7.70109e-05
1609761770138656022 0.994891 -0.0735119 -0.0691248 0.000109376
1609761770143656022 0.994881 -0.0732572 -0.0695514 6.02153e-05
1609761770148656022 0.994869 -0.0730023 -0.0699779 1.10056e-05
1609761770153656022 0.994895 -0.0731157 -0.0694963 5.4296e-05
1609761770158656022 0.99492 -0.073228 -0.0690143 9.7634e-05
1609761770163656022 0.994871 -0.0735447 -0.0693857 9.23834e-05
1609761770168656022 0.994822 -0.0738612 -0.069757 8.71763e-05
1609761770173656022 0.994772 -0.0742017 -0.0701062 8.51683e-05
1609761770178656022 0.994722 -0.0745422 -0.0704553 8.31083e-05
1609761770183656022 0.994772 -0.0741972 -0.070111 8.45338e-05
1609761770188656022 0.994821 -0.0738523 -0.0697665 8.601e-05
1609761770193656022 0.994866 -0.0733836 -0.0696254 6.36778e-05
1609761770198656022 0.99491 -0.0729149 -0.0694846 4.14849e-05
1609761770203656022 0.994958 -0.0724932 -0.0692389 3.01147e-05
1609761770208656022 0.99491 -0.0729155 -0.0694852 4.15211e-05
1609761770213656022 0.994955 -0.0727395 -0.0690288 6.2722e-05
1609761770218656022 0.994999 -0.0725635 -0.0685723 8.39465e-05
1609761770223656022 0.994953 -0.0727841 -0.0690091 6.74232e-05
1609761770228656022 0.994907 -0.0730046 -0.0694457 5.09315e-05
1609761770233656022 0.994857 -0.073387 -0.069749 5.54942e-05
1609761770238656022 0.994808 -0.0737692 -0.0700521 6.00535e-05
1609761770243656022 0.994758 -0.0740822 -0.0704261 5.44399e-05
1609761770248656022 0.994708 -0.0743949 -0.0708002 4.87849e-05
1609761770253656022 0.994758 -0.0740938 -0.070417 5.60604e-05
1609761770258656022 0.994807 -0.0737926 -0.0700336 6.33259e-05
1609761770263656022 0.994837 -0.073307 -0.0701238 2.25237e-05
1609761770268656022 0.994866 -0.0728215 -0.0702142 -1.83274e-05
1609761770273656022 0.994897 -0.0728661 -0.0697226 2.09187e-05
1609761770278656022 0.994928 -0.0729107 -0.069231 6.01479e-05
1609761770283656022 0.994936 -0.0731932 -0.0688216 0.000109949
1609761770288656022 0.994928 -0.0729107 -0.0692307 6.04226e-05
1609761770293656022 0.99489 -0.0729626 -0.0697199 2.82137e-05
1609761770298656022 0.994852 -0.0730142 -0.0702088 -3.98259e-06
1609761770303656022 0.994859 -0.0733034 -0.0698042 4.61302e-05
1609761770308656022 0.994866 -0.0735924 -0.0693994 9.63479e-05
1609761770313656022 0.994827 -0.073662 -0.0698858 6.52031e-05
1609761770318656022 0.994788 -0.0737313 -0.0703723 3.41889e-05
1609761770323656022 0.994825 -0.0732397 -0.070361 3.18099e-07
1609761770328656022 0.994862 -0.0727479 -0.0703496 -3.35432e-05
1609761770333656022 0.994839 -0.0732162 -0.0701876 1.1448e-05
1609761770338656022 0.994816 -0.0736844 -0.0700253 5.64847e-05
1609761770343656022 0.994859 -0.0735514 -0.0695538 8.21037e-05
1609761770348656022 0.994901 -0.0734181 -0.0690823 0.000107655
1609761770353656022 0.994868 -0.0734057 -0.0695753 7.04671e-05
1609761770358656022 0.994834 -0.0733926 -0.0700682 3.33578e-05
1609761770363656022 0.994798 -0.0738851 -0.0700612 6.86482e-05
1609761770368656022 0.994762 -0.0743775 -0.0700538 0.000103903
1609761770373656022 0.99477 -0.0739821 -0.0703549 5.36234e-05
1609761770378656022 0.994762 -0.0743776 -0.0700535 0.000104119
1609761770383656022 0.994737 -0.074256 -0.0705332 5.9744e-05
1609761770388656022 0.994764 -0.0743597 -0.07005 0.000103195
1609761770393656022 0.994806 -0.0738765 -0.0699672 7.53294e-05
1609761770398656022 0.994847 -0.0733931 -0.0698844 4.74597e-05
1609761770403656022 0.994896 -0.0729803 -0.0696242 3.76834e-05
1609761770408656022 0.994944 -0.0725674 -0.0693643 2.79803e-05
1609761770413656022 0.994903 -0.0726653 -0.0698455 -5.78719e-08
1609761770418656022 0.994862 -0.0727632 -0.0703267 -2.82981e-05
1609761770423656022 0.994855 -0.0731573 -0.0700232 2.17743e-05
1609761770428656022 0.994847 -0.0735512 -0.0697196 7.19864e-05
1609761770433656022 0.994802 -0.0740164 -0.0698721 9.35375e-05
1609761770438656022 0.994757 -0.0744815 -0.0700245 0.000114895
1609761770443656022 0.994723 -0.0744685 -0.0705172 7.72048e-05
1609761770448656022 0.994689 -0.0744555 -0.0710098 3.93828e-05
1609761770453656022 0.994733 -0.0739855 -0.070874 1.5965e-05
1609761770458656022 0.994778 -0.0735154 -0.0707381 -7.36683e-06
1609761770463656022 0.994828 -0.0731925 -0.0703726 -3.27936e-06
1609761770468656022 0.994877 -0.0728697 -0.0700072 9.08597e-07
1609761770473656022 0.994919 -0.0727545 -0.0695306 2.78259e-05
1609761770478656022 0.994961 -0.0726368 -0.0690546 5.44424e-05
1609761770483656022 0.994945 -0.072428 -0.069505 7.13908e-06
1609761770488656022 0.99493 -0.0722008 -0.0699467 -4.06574e-05
1609761770493656022 0.994898 -0.0726918 -0.0698941 -2.21673e-06
1609761770498656022 0.994866 -0.0731826 -0.0698414 3.61736e-05
1609761770503656022 0.99482 -0.0736433 -0.0700062 5.65461e-05
1609761770508656022 0.994774 -0.0741041 -0.0701705 7.69343e-05
1609761770513656022 0.994782 -0.0743867 -0.0697615 0.000127431
1609761770518656022 0.994774 -0.0741034 -0.0701701 7.71132e-05
1609761770523656022 0.994795 -0.0736453 -0.0703591 3.08472e-05
1609761770528656022 0.994816 -0.0731864 -0.0705462 -1.53683e-05
1609761770533656022 0.994854 -0.0731312 -0.0700579 1.66844e-05
1609761770538656022 0.994893 -0.073076 -0.0695695 4.87361e-05
1609761770543656022 0.994932 -0.072999 -0.0690844 7.90675e-05
1609761770548656022 0.994971 -0.072922 -0.0685994 0.000109353
1609761770553656022 0.994922 -0.0732686 -0.0689432 0.000108112
1609761770558656022 0.994873 -0.0736148 -0.069287 0.000106911
1609761770563656022 0.994846 -0.0735132 -0.0697712 6.41338e-05
1609761770568656022 0.99482 -0.0734111 -0.0702552 2.12767e-05
1609761770573656022 0.99477 -0.0737955 -0.0705557 2.63498e-05
1609761770578656022 0.994812 -0.0736922 -0.0700764 5.47032e-05
1609761770583656022 0.99477 -0.0737957 -0.070556 2.6584e-05
1609761770588656022 0.994785 -0.0740176 -0.0701118 7.53951e-05
1609761770593656022 0.99477 -0.0737953 -0.0705556 2.67565e-05
1609761770598656022 0.994785 -0.0740178 -0.0701115 7.54862e-05
1609761770603656022 0.994791 -0.0743174 -0.0697145 0.000126207
1609761770608656022 0.994785 -0.0740178 -0.0701113 7.56882e-05
1609761770613656022 0.994835 -0.0736969 -0.0697444 8.0439e-05
1609761770618656022 0.994884 -0.0733756 -0.0693777 8.51178e-05
1609761770623656022 0.99488 -0.0730634 -0.0697649 3.48354e-05
1609761770628656022 0.994876 -0.072751 -0.0701519 -1.5456e-05
1609761770633656022 0.994923 -0.0723101 -0.0699417 -3.10536e-05
1609761770638656022 0.994876 -0.0727513 -0.0701522 -1.52419e-05
1609761770643656022 0.994885 -0.0730232 -0.069736 3.43454e-05
1609761770648656022 0.994894 -0.0732943 -0.0693193 8.39079e-05
1609761770653656022 0.994847 -0.0737395 -0.0695215 0.000100097
1609761770658656022 0.9948 -0.0741845 -0.0697237 0.000116196
1609761770663656022 0.994763 -0.0742189 -0.0702146 8.21621e-05
1609761770668656022 0.994725 -0.0742527 -0.0707054 4.79608e-05
1609761770673656022 0.994767 -0.0737696 -0.070621 2.0015e-05
1609761770678656022 0.994809 -0.0732865 -0.0705366 -7.93255e-06
1609761770683656022 0.994818 -0.0735583 -0.0701204 4.21719e-05
1609761770688656022 0.994828 -0.0738296 -0.0697039 9.20885e-05
1609761770693656022 0.994793 -0.073835 -0.0701966 5.59217e-05
1609761770698656022 0.994757 -0.0738402 -0.0706892 1.99005e-05
1609761770703656022 0.994723 -0.074332 -0.0706528 5.77133e-05
1609761770708656022 0.994757 -0.0738408 -0.0706891 2.02308e-05
1609761770713656022 0.994805 -0.0734041 -0.0704711 5.46512e-06
1609761770718656022 0.994853 -0.0729674 -0.0702529 -9.34162e-06
1609761770723656022 0.994809 -0.0734418 -0.0703754 1.51633e-05
1609761770728656022 0.994765 -0.073916 -0.0704978 3.97613e-05
1609761770733656022 0.994812 -0.0734707 -0.0702969 2.32228e-05
1609761770738656022 0.994859 -0.0730254 -0.070096 6.62698e-06
1609761770743656022 0.994886 -0.0731293 -0.0696123 4.94967e-05
1609761770748656022 0.994912 -0.0732333 -0.0691287 9.24157e-05
1609761770753656022 0.994961 -0.0728606 -0.0688143 8.97396e-05
1609761770758656022 0.99501 -0.0724878 -0.0684999 8.70476e-05
1609761770763656022 0.994971 -0.0725542 -0.0689873 5.62734e-05
1609761770768656022 0.994933 -0.0726204 -0.0694746 2.54265e-05
1609761770773656022 0.994883 -0.0729436 -0.0698406 2.14215e-05
1609761770778656022 0.994834 -0.0732666 -0.0702067 1.73549e-05
1609761770783656022 0.994784 -0.073585 -0.0705763 1.26442e-05
1609761770788656022 0.994734 -0.073903 -0.070946 7.88925e-06
1609761770793656022 0.994693 -0.0743893 -0.0710129 3.76705e-05
1609761770798656022 0.994652 -0.0748753 -0.0710797 6.74487e-05
1609761770803656022 0.994702 -0.0745581 -0.0707098 7.26098e-05
1609761770808656022 0.994752 -0.0742407 -0.0703398 7.78545e-05
1609761770813656022 0.994802 -0.0739269 -0.0699666 8.36148e-05
1609761770818656022 0.994851 -0.0736132 -0.0695935 8.93707e-05
1609761770823656022 0.994898 -0.0733829 -0.0691629 0.000105228
1609761770828656022 0.994945 -0.0731524 -0.0687324 0.00012102
1609761770833656022 0.994921 -0.0730307 -0.0692124 7.73191e-05
1609761770838656022 0.994896 -0.0729084 -0.0696922 3.37202e-05
1609761770843656022 0.994868 -0.0733924 -0.0695915 7.51474e-05
1609761770848656022 0.994839 -0.0738762 -0.0694905 0.000116474
1609761770853656022 0.994816 -0.0737354 -0.0699653 7.13487e-05
1609761770858656022 0.994793 -0.0735943 -0.07044 2.63281e-05
1609761770863656022 0.994756 -0.073634 -0.07093 -7.03585e-06
1609761770868656022 0.994793 -0.0735944 -0.0704398 2.65415e-05
1609761770873656022 0.994841 -0.0733632 -0.0700096 4.22084e-05
1609761770878656022 0.994888 -0.0731322 -0.0695795 5.78268e-05
1609761770883656022 0.994935 -0.0726928 -0.0693666 4.29204e-05
1609761770888656022 0.994982 -0.0722534 -0.0691535 2.8002e-05
1609761770893656022 0.994964 -0.0720583 -0.0696099 -1.85354e-05
1609761770898656022 0.994946 -0.0718628 -0.0700661 -6.52717e-05
1609761770903656022 0.994897 -0.0722105 -0.0704088 -6.53723e-05
1609761770908656022 0.994847 -0.0725579 -0.0707514 -6.55163e-05
1609761770913656022 0.994809 -0.0730483 -0.0707871 -3.31312e-05
1609761770918656022 0.99477 -0.0735385 -0.0708228 -7.4607e-07
1609761770923656022 0.994817 -0.0730884 -0.0706321 -1.86109e-05
1609761770928656022 0.99477 -0.0735383 -0.0708226 -7.16837e-07
1609761770933656022 0.994773 -0.0738585 -0.070442 5.02048e-05
1609761770938656022 0.99477 -0.0735394 -0.0708233 -5.81036e-07
1609761770943656022 0.994819 -0.0732617 -0.0704224 9.36976e-06
1609761770948656022 0.994868 -0.0729841 -0.0700215 1.93102e-05
1609761770953656022 0.994916 -0.0727091 -0.0696189 2.96419e-05
1609761770958656022 0.994964 -0.0724336 -0.0692163 3.99673e-05
1609761770963656022 0.99492 -0.0729 -0.0693665 6.14694e-05
1609761770968656022 0.994875 -0.0733663 -0.0695166 8.30595e-05
1609761770973656022 0.994836 -0.0734243 -0.0700048 5.11793e-05
1609761770978656022 0.994798 -0.073482 -0.0704928 1.92515e-05
1609761770983656022 0.994754 -0.0739571 -0.0706116 4.41977e-05
1609761770988656022 0.99471 -0.0744322 -0.0707304 6.91886e-05
1609761770993656022 0.994758 -0.0739952 -0.0705127 5.45082e-05
1609761770998656022 0.994806 -0.0735584 -0.0702949 3.98104e-05
1609761771003656022 0.994856 -0.0732141 -0.0699501 4.11022e-05
1609761771008656022 0.994905 -0.0728697 -0.0696054 4.23463e-05
1609761771013656022 0.994922 -0.0724249 -0.069825 -4.73313e-06
1609761771018656022 0.994906 -0.0728688 -0.0696019 4.27841e-05
1609761771023656022 0.994857 -0.0732819 -0.0698625 5.27211e-05
1609761771028656022 0.994808 -0.0736949 -0.0701228 6.26006e-05
1609761771033656022 0.994761 -0.073912 -0.0705606 4.55948e-05
1609761771038656022 0.994714 -0.074129 -0.0709984 2.85384e-05
1609761771043656022 0.994763 -0.0737194 -0.0707334 1.90458e-05
1609761771048656022 0.994714 -0.0741288 -0.0709984 2.84986e-05
1609761771053656022 0.994764 -0.0737853 -0.0706527 2.9741e-05
1609761771058656022 0.994814 -0.0734418 -0.0703069 3.09817e-05
1609761771063656022 0.994862 -0.0731958 -0.0698854 4.47215e-05
1609761771068656022 0.994909 -0.0729499 -0.0694637 5.85865e-05
1609761771073656022 0.994949 -0.0728671 -0.0689798 8.84481e-05
1609761771078656022 0.994989 -0.072784 -0.0684959 0.00011827
1609761771083656022 0.994951 -0.0728404 -0.0689846 8.65594e-05
1609761771088656022 0.994913 -0.0728966 -0.0694733 5.47494e-05
1609761771093656022 0.994863 -0.0732509 -0.0698088 5.4939e-05
1609761771098656022 0.994813 -0.0736051 -0.0701442 5.51683e-05
1609761771103656022 0.994775 -0.074096 -0.0701727 8.77385e-05
1609761771108656022 0.994736 -0.0745867 -0.0702011 0.000120117
1609761771113656022 0.994767 -0.0740985 -0.0702733 8.03383e-05
1609761771118656022 0.994799 -0.0736104 -0.0703455 4.04536e-05
1609761771123656022 0.994845 -0.0731552 -0.0701673 2.148e-05
1609761771128656022 0.994799 -0.0736105 -0.0703461 4.0624e-05
1609761771133656022 0.99484 -0.0735101 -0.069866 6.91752e-05
1609761771138656022 0.994881 -0.0734096 -0.069386 9.76175e-05
1609761771143656022 0.994906 -0.0729345 -0.0695232 5.45127e-05
1609761771148656022 0.994881 -0.0734102 -0.069386 9.79885e-05
1609761771153656022 0.994868 -0.073832 -0.0691233 0.000146865
1609761771158656022 0.994881 -0.0734084 -0.0693825 9.82937e-05
1609761771163656022 0.994849 -0.0738984 -0.0693238 0.000136868
1609761771168656022 0.994817 -0.0743883 -0.0692649 0.000175494
1609761771173656022 0.994837 -0.0739354 -0.0694667 0.000128918
1609761771178656022 0.994856 -0.0734824 -0.0696685 8.23885e-05
1609761771183656022 0.994822 -0.0739738 -0.0696275 0.000119859
1609761771188656022 0.994856 -0.0734827 -0.0696684 8.25483e-05
1609761771193656022 0.994837 -0.0733019 -0.0701303 3.5902e-05
1609761771198656022 0.994856 -0.0734818 -0.0696682 8.2765e-05
1609761771203656022 0.994808 -0.0737197 -0.0700951 6.79996e-05
1609761771208656022 0.994761 -0.0739527 -0.0705247 5.25005e-05
1609761771213656022 0.994778 -0.0741513 -0.07007 0.000100411
1609761771218656022 0.994761 -0.0739514 -0.0705242 5.25465e-05
1609761771223656022 0.994798 -0.07346 -0.0705073 1.90559e-05
1609761771228656022 0.994761 -0.0739516 -0.0705241 5.27291e-05
1609761771233656022 0.994811 -0.0735802 -0.0702085 4.9937e-05
1609761771238656022 0.99486 -0.0732062 -0.069896 4.67397e-05
1609761771243656022 0.994909 -0.0729138 -0.0695055 5.50701e-05
1609761771248656022 0.99486 -0.0732064 -0.0698962 4.69472e-05
1609761771253656022 0.994902 -0.0730944 -0.0694188 7.43102e-05
1609761771258656022 0.994943 -0.0729821 -0.0689414 0.000101573
1609761771263656022 0.994899 -0.0734523 -0.0690791 0.000124196
1609761771268656022 0.994943 -0.0729826 -0.0689415 0.00010174
1609761771273656022 0.994914 -0.0729202 -0.0694316 6.14725e-05
1609761771278656022 0.994884 -0.0728576 -0.0699216 2.12967e-05
1609761771283656022 0.994834 -0.0732262 -0.0702411 2.39582e-05
1609761771288656022 0.994785 -0.0735946 -0.0705608 2.65975e-05
1609761771293656022 0.99474 -0.0740647 -0.0706979 4.98269e-05
1609761771298656022 0.994695 -0.0745347 -0.070835 7.31521e-05
1609761771303656022 0.994745 -0.0742362 -0.0704497 8.08995e-05
1609761771308656022 0.994794 -0.0739375 -0.0700645 8.86012e-05
1609761771313656022 0.994806 -0.0735231 -0.0703384 3.91742e-05
1609761771318656022 0.994817 -0.0731085 -0.0706119 -1.01574e-05
1609761771323656022 0.994865 -0.0728516 -0.0701971 2.2167e-06
1609761771328656022 0.994913 -0.0725943 -0.0697823 1.45337e-05
1609761771333656022 0.994865 -0.0728583 -0.0701933 3.24586e-06
1609761771338656022 0.994816 -0.0731213 -0.0706048 -8.25824e-06
1609761771343656022 0.994792 -0.0735939 -0.0704566 3.62539e-05
1609761771348656022 0.994768 -0.0740663 -0.0703079 8.08827e-05
1609761771353656022 0.99475 -0.0745084 -0.0700824 0.000128905
1609761771358656022 0.994733 -0.0749504 -0.0698565 0.000177022
1609761771363656022 0.994726 -0.0746622 -0.0702615 0.000126287
1609761771368656022 0.994719 -0.074373 -0.0706657 7.55744e-05
1609761771373656022 0.994766 -0.0741645 -0.0702239 9.38424e-05
1609761771378656022 0.994813 -0.0739561 -0.069782 0.000112235
1609761771383656022 0.994862 -0.073623 -0.0694261 0.000115597
1609761771388656022 0.994912 -0.0732897 -0.0690704 0.000118826
1609761771393656022 0.994863 -0.0736962 -0.0693409 0.000127131
1609761771398656022 0.994912 -0.0732899 -0.0690712 0.000118816
1609761771403656022 0.994864 -0.0735423 -0.0694896 0.00010551
1609761771408656022 0.994816 -0.0737945 -0.0699079 9.22558e-05
1609761771413656022 0.994778 -0.0742864 -0.069919 0.000126038
1609761771418656022 0.994741 -0.0747784 -0.0699293 0.000159956
1609761771423656022 0.994778 -0.0742868 -0.069919 0.000126354
1609761771428656022 0.994816 -0.0737952 -0.0699087 9.26076e-05
1609761771433656022 0.994785 -0.0737387 -0.0703992 5.23129e-05
1609761771438656022 0.994755 -0.0736818 -0.0708897 1.20997e-05
1609761771443656022 0.994761 -0.0739765 -0.0704891 6.28953e-05
1609761771448656022 0.994768 -0.0742708 -0.0700884 0.000113638
1609761771453656022 0.994814 -0.073813 -0.0699173 9.43004e-05
1609761771458656022 0.99486 -0.0733552 -0.0697461 7.49635e-05
1609761771463656022 0.994814 -0.0735364 -0.0702006 5.43373e-05
1609761771468656022 0.99486 -0.0733554 -0.0697463 7.52291e-05
1609761771473656022 0.994818 -0.0738384 -0.0698326 0.000102881
1609761771478656022 0.99486 -0.0733555 -0.0697469 7.54037e-05
1609761771483656022 0.99481 -0.0737378 -0.0700502 7.99534e-05
1609761771488656022 0.99486 -0.073356 -0.0697472 7.56073e-05
1609761771493656022 0.994826 -0.0738472 -0.0697033 0.00011328
1609761771498656022 0.994793 -0.0743385 -0.0696588 0.000151062
1609761771503656022 0.994839 -0.0738777 -0.0694956 0.000131067
1609761771508656022 0.994884 -0.0734166 -0.0693325 0.000111077
1609761771513656022 0.994837 -0.0736563 -0.0697583 9.63489e-05
1609761771518656022 0.994789 -0.0738957 -0.0701842 8.17159e-05
1609761771523656022 0.994831 -0.0734122 -0.0701023 5.38726e-05
1609761771528656022 0.994789 -0.0738961 -0.0701841 8.2054e-05
1609761771533656022 0.994827 -0.0738425 -0.0696954 0.000114804
1609761771538656022 0.994865 -0.0737888 -0.0692068 0.000147433
1609761771543656022 0.994826 -0.0738678 -0.0696917 0.000116964
1609761771548656022 0.994786 -0.0739463 -0.0701767 8.65703e-05
1609761771553656022 0.994812 -0.0734696 -0.0703087 4.33129e-05
1609761771558656022 0.994837 -0.0729929 -0.0704405 3.63089e-09
1609761771563656022 0.994817 -0.0734511 -0.0702509 4.64544e-05
1609761771568656022 0.994797 -0.0739089 -0.0700601 9.28974e-05
1609761771573656022 0.994814 -0.0734651 -0.0702818 4.52032e-05
1609761771578656022 0.994831 -0.073021 -0.070503 -2.37637e-06
1609761771583656022 0.994782 -0.0734152 -0.0707904 4.65781e-06
1609761771588656022 0.994732 -0.0738091 -0.071078 1.15514e-05
1609761771593656022 0.994771 -0.0737563 -0.0705895 4.41552e-05
1609761771598656022 0.994809 -0.0737031 -0.0701009 7.67428e-05
1609761771603656022 0.994854 -0.0735407 -0.0696391 9.95609e-05
1609761771608656022 0.994898 -0.0733784 -0.0691773 0.000122415
1609761771613656022 0.994868 -0.0733176 -0.0696675 8.20451e-05
1609761771618656022 0.994838 -0.0732563 -0.0701576 4.16542e-05
1609761771623656022 0.994882 -0.0731125 -0.0696893 6.61197e-05
1609761771628656022 0.994838 -0.0732561 -0.070158 4.18713e-05
1609761771633656022 0.994874 -0.0732324 -0.0696664 7.63788e-05
1609761771638656022 0.99491 -0.0732084 -0.0691747 0.000110958
1609761771643656022 0.994866 -0.0736797 -0.0693087 0.000133807
1609761771648656022 0.994822 -0.074151 -0.0694424 0.000156734
1609761771653656022 0.994851 -0.073668 -0.0695457 0.000115432
1609761771658656022 0.994879 -0.0731848 -0.069649 7.40846e-05
1609761771663656022 0.994912 -0.0731981 -0.0691563 0.000111396
1609761771668656022 0.994946 -0.0732113 -0.0686636 0.000148707
1609761771673656022 0.994938 -0.0729269 -0.0690714 9.91374e-05
1609761771678656022 0.994931 -0.0726407 -0.069478 4.95883e-05
1609761771683656022 0.994887 -0.0727888 -0.0699453 2.60488e-05
1609761771688656022 0.994844 -0.0729368 -0.0704124 2.28215e-06
1609761771693656022 0.994794 -0.0732442 -0.0707913 -3.76923e-06
1609761771698656022 0.994744 -0.0735515 -0.0711702 -9.82168e-06
1609761771703656022 0.994705 -0.0740412 -0.0712107 2.241e-05
1609761771708656022 0.994666 -0.0745308 -0.071251 5.46451e-05
1609761771713656022 0.994624 -0.0750145 -0.0713312 8.3264e-05
1609761771718656022 0.994581 -0.0754981 -0.0714116 0.000111889
1609761771723656022 0.994631 -0.0750741 -0.0711704 9.98087e-05
1609761771728656022 0.99468 -0.07465 -0.0709292 8.78283e-05
1609761771733656022 0.994729 -0.0743734 -0.0705276 9.82733e-05
1609761771738656022 0.994778 -0.0740968 -0.070126 0.000108577
1609761771743656022 0.994828 -0.0737074 -0.0698329 0.000103043
1609761771748656022 0.994877 -0.0733182 -0.0695398 9.75534e-05
1609761771753656022 0.994921 -0.0731582 -0.0690774 0.000120555
1609761771758656022 0.994965 -0.0729976 -0.068615 0.000143557
1609761771763656022 0.994916 -0.0733188 -0.0689828 0.000138833
1609761771768656022 0.994866 -0.0736397 -0.0693506 0.000134022
1609761771773656022 0.994819 -0.0740842 -0.0695538 0.000150051
1609761771778656022 0.994772 -0.0745286 -0.0697568 0.000166071
1609761771783656022 0.994752 -0.0743547 -0.070221 0.000119113
1609761771788656022 0.994732 -0.0741807 -0.0706853 7.22655e-05
1609761771793656022 0.99476 -0.0736996 -0.0707994 2.96715e-05
1609761771798656022 0.994787 -0.0732185 -0.0709137 -1.30179e-05
1609761771803656022 0.994802 -0.0734474 -0.070473 3.58581e-05
1609761771808656022 0.994816 -0.0736765 -0.0700322 8.47238e-05
1609761771813656022 0.994858 -0.0735594 -0.0695563 0.000111794
1609761771818656022 0.9949 -0.0734417 -0.0690803 0.000138916
1609761771823656022 0.994876 -0.07391 -0.0689179 0.000183622
1609761771828656022 0.994853 -0.0743778 -0.0687547 0.000228267
1609761771833656022 0.99481 -0.0745074 -0.0692276 0.000201943
1609761771838656022 0.994768 -0.0746368 -0.0697003 0.000175703
1609761771843656022 0.994759 -0.0743609 -0.0701138 0.000125342
1609761771848656022 0.994751 -0.0740851 -0.0705274 7.50378e-05
1609761771853656022 0.9948 -0.0737609 -0.0701631 7.92716e-05
1609761771858656022 0.99485 -0.0734368 -0.0697989 8.35085e-05
1609761771863656022 0.994899 -0.0731148 -0.0694328 8.81284e-05
1609761771868656022 0.994948 -0.0727928 -0.0690667 9.26955e-05
1609761771873656022 0.994967 -0.0729793 -0.068607 0.000139386
1609761771878656022 0.994948 -0.0727931 -0.069067 9.29166e-05
1609761771883656022 0.994899 -0.073172 -0.0693751 9.67757e-05
