# time x y z
1609761768803656022 2.75343 -2.8923 19.4751
1609761768808656022 2.75343 -2.8923 19.4751
1609761768813656022 2.77258 -2.93061 19.4608
1609761768818656022 2.77258 -2.93061 19.4608
1609761768823656022 2.81089 -2.86357 19.4608
1609761768828656022 2.81089 -2.86357 19.4608
1609761768833656022 2.75822 -2.9354 19.5422
1609761768838656022 2.75822 -2.9354 19.5422
1609761768843656022 2.79174 -2.90666 19.5039
1609761768848656022 2.79174 -2.90666 19.5039
1609761768853656022 2.77258 -2.91145 19.5182
1609761768858656022 2.77258 -2.91145 19.5182
1609761768863656022 2.78695 -2.90188 19.5039
1609761768868656022 2.78695 -2.90188 19.5039
1609761768873656022 2.7678 -2.9354 19.5039
1609761768878656022 2.7678 -2.9354 19.5039
1609761768883656022 2.77258 -2.93061 19.5565
1609761768888656022 2.77258 -2.93061 19.5565
1609761768893656022 2.77737 -2.88751 19.5182
1609761768898656022 2.77737 -2.88751 19.5182
1609761768903656022 2.78216 -2.94018 19.5039
1609761768908656022 2.78216 -2.94018 19.5039
1609761768913656022 2.76301 -2.85878 19.4656
1609761768918656022 2.76301 -2.85878 19.4656
1609761768923656022 2.71991 -2.92103 19.523
1609761768928656022 2.71991 -2.92103 19.523
1609761768933656022 2.7678 -2.91145 19.5134
1609761768938656022 2.7678 -2.91145 19.5134
1609761768943656022 2.80132 -2.94497 19.5182
1609761768948656022 2.80132 -2.94497 19.5182
1609761768953656022 2.8061 -2.93061 19.5278
1609761768958656022 2.8061 -2.93061 19.5278
1609761768963656022 2.78216 -2.94497 19.5086
1609761768968656022 2.78216 -2.94497 19.5086
1609761768973656022 2.79653 -2.92582 19.5039
1609761768978656022 2.79653 -2.92582 19.5039
1609761768983656022 2.77258 -2.92582 19.5278
1609761768988656022 2.77258 -2.92582 19.5278
1609761768993656022 2.7678 -2.88272 19.4943
1609761768998656022 2.7678 -2.88272 19.4943
1609761769003656022 2.78695 -2.89709 19.5374
1609761769008656022 2.78695 -2.89709 19.5374
1609761769013656022 2.7678 -2.93061 19.5182
1609761769018656022 2.7678 -2.93061 19.5182
1609761769023656022 2.78695 -2.95455 19.4703
1609761769028656022 2.78695 -2.95455 19.4703
1609761769033656022 2.76301 -2.91145 19.4943
1609761769038656022 2.76301 -2.91145 19.4943
1609761769043656022 2.75822 -2.90666 19.547
1609761769048656022 2.75822 -2.90666 19.547
1609761769053656022 2.7678 -2.87793 19.5039
1609761769058656022 2.7678 -2.87793 19.5039
1609761769063656022 2.79174 -2.90188 19.4608
1609761769068656022 2.79174 -2.90188 19.4608
1609761769073656022 2.76301 -2.94018 19.523
1609761769078656022 2.76301 -2.94018 19.523
1609761769083656022 2.7678 -2.94018 19.5039
1609761769088656022 2.7678 -2.94018 19.5039
1609761769093656022 2.75822 -2.92103 19.5086
1609761769098656022 2.75822 -2.92103 19.5086
1609761769103656022 2.77737 -2.89709 19.5182
1609761769108656022 2.77737 -2.89709 19.5182
1609761769113656022 2.79174 -2.87793 19.4895
1609761769118656022 2.79174 -2.87793 19.4895
1609761769123656022 2.76301 -2.93061 19.5086
1609761769128656022 2.76301 -2.93061 19.5086
1609761769133656022 2.74864 -2.92582 19.5086
1609761769138656022 2.74864 -2.92582 19.5086
1609761769143656022 2.79174 -2.97849 19.5422
1609761769148656022 2.79174 -2.97849 19.5422
1609761769153656022 2.78216 -2.92103 19.5134
1609761769158656022 2.78216 -2.92103 19.5134
1609761769163656022 2.77258 -2.92103 19.4991
1609761769168656022 2.77258 -2.92103 19.4991
1609761769173656022 2.76301 -2.87793 19.5086
1609761769178656022 2.76301 -2.87793 19.5086
1609761769183656022 2.71512 -2.85878 19.4751
1609761769188656022 2.71512 -2.85878 19.4751
1609761769193656022 2.75343 -2.88272 19.5039
1609761769198656022 2.75343 -2.88272 19.5039
1609761769203656022 2.78216 -2.88751 19.5086
1609761769208656022 2.78216 -2.88751 19.5086
1609761769213656022 2.78695 -2.93061 19.5422
1609761769218656022 2.78695 -2.93061 19.5422
1609761769223656022 2.8061 -2.95934 19.5374
1609761769228656022 2.8061 -2.95934 19.5374
1609761769233656022 2.8061 -2.91145 19.547
1609761769238656022 2.8061 -2.91145 19.547
1609761769243656022 2.75343 -2.91145 19.4943
1609761769248656022 2.75343 -2.91145 19.4943
1609761769253656022 2.78216 -2.90666 19.5039
1609761769258656022 2.78216 -2.90666 19.5039
1609761769263656022 2.79174 -2.92103 19.5086
1609761769268656022 2.79174 -2.92103 19.5086
1609761769273656022 2.80132 -2.95455 19.5374
1609761769278656022 2.80132 -2.95455 19.5374
1609761769283656022 2.77258 -2.94976 19.523
1609761769288656022 2.77258 -2.94976 19.523
1609761769293656022 2.81568 -2.89709 19.5422
1609761769298656022 2.81568 -2.89709 19.5422
1609761769303656022 2.74385 -2.91145 19.5182
1609761769308656022 2.74385 -2.91145 19.5182
1609761769313656022 2.75343 -2.88751 19.4847
1609761769318656022 2.75343 -2.88751 19.4847
1609761769323656022 2.73428 -2.87793 19.5182
1609761769328656022 2.73428 -2.87793 19.5182
1609761769333656022 2.77258 -2.92103 19.4991
1609761769338656022 2.77258 -2.92103 19.4991
1609761769343656022 2.83962 -2.96413 19.547
1609761769348656022 2.83962 -2.96413 19.547
1609761769353656022 2.81089 -2.94976 19.523
1609761769358656022 2.81089 -2.94976 19.523
1609761769363656022 2.7678 -2.90666 19.5278
1609761769368656022 2.7678 -2.90666 19.5278
1609761769373656022 2.7247 -2.84441 19.4943
1609761769378656022 2.7247 -2.84441 19.4943
1609761769383656022 2.73428 -2.88751 19.5086
1609761769388656022 2.73428 -2.88751 19.5086
1609761769393656022 2.76301 -2.92103 19.4991
1609761769398656022 2.76301 -2.92103 19.4991
1609761769403656022 2.78695 -2.91624 19.5326
1609761769408656022 2.78695 -2.91624 19.5326
1609761769413656022 2.78695 -2.9354 19.5374
1609761769418656022 2.78695 -2.9354 19.5374
1609761769423656022 2.79174 -2.91145 19.5278
1609761769428656022 2.79174 -2.91145 19.5278
1609761769433656022 2.77258 -2.87793 19.5039
1609761769438656022 2.77258 -2.87793 19.5039
1609761769443656022 2.76301 -2.89709 19.5278
1609761769448656022 2.76301 -2.89709 19.5278
1609761769453656022 2.78216 -2.91624 19.523
1609761769458656022 2.78216 -2.91624 19.523
1609761769463656022 2.79174 -2.93061 19.5517
1609761769468656022 2.79174 -2.93061 19.5517
1609761769473656022 2.78216 -2.92582 19.5326
1609761769478656022 2.78216 -2.92582 19.5326
1609761769483656022 2.76301 -2.94018 19.5278
1609761769488656022 2.76301 -2.94018 19.5278
1609761769493656022 2.80132 -2.91145 19.523
1609761769498656022 2.80132 -2.91145 19.523
1609761769503656022 2.78216 -2.87314 19.4847
1609761769508656022 2.78216 -2.87314 19.4847
1609761769513656022 2.7678 -2.90188 19.4943
1609761769518656022 2.7678 -2.90188 19.4943
1609761769523656022 2.79653 -2.88272 19.4943
1609761769528656022 2.79653 -2.88272 19.4943
1609761769533656022 2.77737 -2.92103 19.5613
1609761769538656022 2.77737 -2.92103 19.5613
1609761769543656022 2.77258 -2.91624 19.5326
1609761769548656022 2.77258 -2.91624 19.5326
1609761769553656022 2.77737 -2.90188 19.5134
1609761769558656022 2.77737 -2.90188 19.5134
1609761769563656022 2.79653 -2.91145 19.4656
1609761769568656022 2.79653 -2.91145 19.4656
1609761769573656022 2.80132 -2.89709 19.4751
1609761769578656022 2.80132 -2.89709 19.4751
1609761769583656022 2.75822 -2.92103 19.4943
1609761769588656022 2.75822 -2.92103 19.4943
1609761769593656022 2.7678 -2.96892 19.547
1609761769598656022 2.7678 -2.96892 19.547
1609761769603656022 2.80132 -2.92582 19.5086
1609761769608656022 2.80132 -2.92582 19.5086
1609761769613656022 2.77737 -2.91145 19.5182
1609761769618656022 2.77737 -2.91145 19.5182
1609761769623656022 2.74385 -2.90188 19.4656
1609761769628656022 2.74385 -2.90188 19.4656
1609761769633656022 2.76301 -2.86836 19.4751
1609761769638656022 2.76301 -2.86836 19.4751
1609761769643656022 2.74864 -2.88272 19.4895
1609761769648656022 2.74864 -2.88272 19.4895
1609761769653656022 2.80132 -2.9354 19.5517
1609761769658656022 2.80132 -2.9354 19.5517
1609761769663656022 2.81568 -2.91145 19.5757
1609761769668656022 2.81568 -2.91145 19.5757
1609761769673656022 2.74864 -2.94497 19.5374
1609761769678656022 2.74864 -2.94497 19.5374
1609761769683656022 2.78216 -2.94497 19.4991
1609761769688656022 2.78216 -2.94497 19.4991
1609761769693656022 2.78216 -2.93061 19.5278
1609761769698656022 2.78216 -2.93061 19.5278
1609761769703656022 2.74864 -2.93061 19.4751
1609761769708656022 2.74864 -2.93061 19.4751
1609761769713656022 2.74385 -2.89709 19.4608
1609761769718656022 2.74385 -2.89709 19.4608
1609761769723656022 2.74385 -2.89709 19.4991
1609761769728656022 2.74385 -2.89709 19.4991
1609761769733656022 2.7678 -2.91145 19.5278
1609761769738656022 2.7678 -2.91145 19.5278
1609761769743656022 2.75343 -2.91624 19.5422
1609761769748656022 2.75343 -2.91624 19.5422
1609761769753656022 2.74385 -2.88272 19.5039
1609761769758656022 2.74385 -2.88272 19.5039
1609761769763656022 2.7247 -2.87314 19.4751
1609761769768656022 2.7247 -2.87314 19.4751
1609761769773656022 2.76301 -2.90188 19.523
1609761769778656022 2.76301 -2.90188 19.523
1609761769783656022 2.83005 -2.9354 19.5086
1609761769788656022 2.83005 -2.9354 19.5086
1609761769793656022 2.82047 -2.94976 19.5326
1609761769798656022 2.82047 -2.94976 19.5326
1609761769803656022 2.79653 -3.00244 19.5374
1609761769808656022 2.79653 -3.00244 19.5374
1609761769813656022 2.76301 -2.91145 19.4895
1609761769818656022 2.76301 -2.91145 19.4895
1609761769823656022 2.75343 -2.86357 19.5039
1609761769828656022 2.75343 -2.86357 19.5039
1609761769833656022 2.7678 -2.88272 19.5278
1609761769838656022 2.7678 -2.88272 19.5278
1609761769843656022 2.71991 -2.8923 19.4895
1609761769848656022 2.71991 -2.8923 19.4895
1609761769853656022 2.7678 -2.87793 19.4656
1609761769858656022 2.7678 -2.87793 19.4656
1609761769863656022 2.77258 -2.94976 19.5278
1609761769868656022 2.77258 -2.94976 19.5278
1609761769873656022 2.79653 -2.9354 19.5326
1609761769878656022 2.79653 -2.9354 19.5326
1609761769883656022 2.77737 -2.93061 19.5326
1609761769888656022 2.77737 -2.93061 19.5326
1609761769893656022 2.7678 -2.90666 19.4943
1609761769898656022 2.7678 -2.90666 19.4943
1609761769903656022 2.76301 -2.91145 19.4751
1609761769908656022 2.76301 -2.91145 19.4751
1609761769913656022 2.79653 -2.90188 19.4991
1609761769918656022 2.79653 -2.90188 19.4991
1609761769923656022 2.81568 -2.93061 19.547
1609761769928656022 2.81568 -2.93061 19.547
1609761769933656022 2.79653 -2.92103 19.5039
1609761769938656022 2.79653 -2.92103 19.5039
1609761769943656022 2.78216 -2.90666 19.4943
1609761769948656022 2.78216 -2.90666 19.4943
1609761769953656022 2.74864 -2.90666 19.4799
1609761769958656022 2.74864 -2.90666 19.4799
1609761769963656022 2.74385 -2.88751 19.4895
1609761769968656022 2.74385 -2.88751 19.4895
1609761769973656022 2.75343 -2.8923 19.523
1609761769978656022 2.75343 -2.8923 19.523
1609761769983656022 2.7678 -2.91145 19.5709
1609761769988656022 2.7678 -2.91145 19.5709
1609761769993656022 2.81568 -2.92582 19.5709
1609761769998656022 2.81568 -2.92582 19.5709
1609761770003656022 2.83484 -2.90666 19.5374
1609761770008656022 2.83484 -2.90666 19.5374
1609761770013656022 2.76301 -2.88272 19.4847
1609761770018656022 2.76301 -2.88272 19.4847
1609761770023656022 2.72949 -2.87793 19.5086
1609761770028656022 2.72949 -2.87793 19.5086
1609761770033656022 2.7247 -2.87793 19.4895
1609761770038656022 2.7247 -2.87793 19.4895
1609761770043656022 2.7678 -2.90666 19.4943
1609761770048656022 2.7678 -2.90666 19.4943
1609761770053656022 2.78695 -2.94018 19.5326
1609761770058656022 2.78695 -2.94018 19.5326
1609761770063656022 2.8061 -2.92103 19.5326
1609761770068656022 2.8061 -2.92103 19.5326
1609761770073656022 2.75822 -2.92582 19.523
1609761770078656022 2.75822 -2.92582 19.523
1609761770083656022 2.70554 -2.90188 19.4703
1609761770088656022 2.70554 -2.90188 19.4703
1609761770093656022 2.74385 -2.86836 19.5039
1609761770098656022 2.74385 -2.86836 19.5039
1609761770103656022 2.7678 -2.91145 19.4799
1609761770108656022 2.7678 -2.91145 19.4799
1609761770113656022 2.75343 -2.94497 19.5517
1609761770118656022 2.75343 -2.94497 19.5517
1609761770123656022 2.77737 -2.92582 19.5374
1609761770128656022 2.77737 -2.92582 19.5374
1609761770133656022 2.75822 -2.91624 19.5134
1609761770138656022 2.75822 -2.91624 19.5134
1609761770143656022 2.78216 -2.88751 19.5086
1609761770148656022 2.78216 -2.88751 19.5086
1609761770153656022 2.74864 -2.90188 19.5278
1609761770158656022 2.74864 -2.90188 19.5278
1609761770163656022 2.77258 -2.9354 19.5374
1609761770168656022 2.77258 -2.9354 19.5374
1609761770173656022 2.79174 -2.95455 19.5326
1609761770178656022 2.79174 -2.95455 19.5326
1609761770183656022 2.78216 -2.94497 19.5517
1609761770188656022 2.78216 -2.94497 19.5517
1609761770193656022 2.74385 -2.86836 19.4799
1609761770198656022 2.74385 -2.86836 19.4799
1609761770203656022 2.74385 -2.87314 19.5134
1609761770208656022 2.74385 -2.87314 19.5134
1609761770213656022 2.71033 -2.86836 19.4656
1609761770218656022 2.71033 -2.86836 19.4656
1609761770223656022 2.7678 -2.90188 19.5182
1609761770228656022 2.7678 -2.90188 19.5182
1609761770233656022 2.80132 -2.95455 19.5374
1609761770238656022 2.80132 -2.95455 19.5374
1609761770243656022 2.8061 -2.94976 19.5326
1609761770248656022 2.8061 -2.94976 19.5326
1609761770253656022 2.76301 -2.91624 19.5422
1609761770258656022 2.76301 -2.91624 19.5422
1609761770263656022 2.77737 -2.88272 19.4751
1609761770268656022 2.77737 -2.88272 19.4751
1609761770273656022 2.73428 -2.88272 19.4656
1609761770278656022 2.73428 -2.88272 19.4656
1609761770283656022 2.73428 -2.89709 19.5182
1609761770288656022 2.73428 -2.89709 19.5182
1609761770293656022 2.77737 -2.8923 19.5039
1609761770298656022 2.77737 -2.8923 19.5039
1609761770303656022 2.74864 -2.92103 19.523
1609761770308656022 2.74864 -2.92103 19.523
1609761770313656022 2.78216 -2.92582 19.5422
1609761770318656022 2.78216 -2.92582 19.5422
1609761770323656022 2.78216 -2.88751 19.4656
1609761770328656022 2.78216 -2.88751 19.4656
1609761770333656022 2.77737 -2.91145 19.5039
1609761770338656022 2.77737 -2.91145 19.5039
1609761770343656022 2.72949 -2.90666 19.5039
1609761770348656022 2.72949 -2.90666 19.5039
1609761770353656022 2.77258 -2.90666 19.4943
1609761770358656022 2.77258 -2.90666 19.4943
1609761770363656022 2.78216 -2.94497 19.547
1609761770368656022 2.78216 -2.94497 19.547
1609761770373656022 2.79174 -2.94497 19.5565
1609761770378656022 2.79174 -2.94497 19.5565
1609761770383656022 2.80132 -2.94976 19.547
1609761770388656022 2.80132 -2.94976 19.547
1609761770393656022 2.77737 -2.91624 19.5661
1609761770398656022 2.77737 -2.91624 19.5661
1609761770403656022 2.74385 -2.87314 19.4464
1609761770408656022 2.74385 -2.87314 19.4464
1609761770413656022 2.79174 -2.88272 19.4943
1609761770418656022 2.79174 -2.88272 19.4943
1609761770423656022 2.75822 -2.92582 19.523
1609761770428656022 2.75822 -2.92582 19.523
1609761770433656022 2.79174 -2.98807 19.5565
1609761770438656022 2.79174 -2.98807 19.5565
1609761770443656022 2.85399 -2.95455 19.5278
1609761770448656022 2.85399 -2.95455 19.5278
1609761770453656022 2.80132 -2.8923 19.547
1609761770458656022 2.80132 -2.8923 19.547
1609761770463656022 2.75822 -2.87314 19.4943
1609761770468656022 2.75822 -2.87314 19.4943
1609761770473656022 2.74864 -2.87793 19.4799
1609761770478656022 2.74864 -2.87793 19.4799
1609761770483656022 2.74385 -2.85878 19.4368
1609761770488656022 2.74385 -2.85878 19.4368
1609761770493656022 2.7678 -2.95934 19.547
1609761770498656022 2.7678 -2.95934 19.547
1609761770503656022 2.77737 -2.92582 19.5134
1609761770508656022 2.77737 -2.92582 19.5134
1609761770513656022 2.77737 -2.95934 19.5853
1609761770518656022 2.77737 -2.95934 19.5853
1609761770523656022 2.78695 -2.91624 19.4943
1609761770528656022 2.78695 -2.91624 19.4943
1609761770533656022 2.74385 -2.8923 19.4943
1609761770538656022 2.74385 -2.8923 19.4943
1609761770543656022 2.70076 -2.88751 19.5182
1609761770548656022 2.70076 -2.88751 19.5182
1609761770553656022 2.74864 -2.92103 19.5422
1609761770558656022 2.74864 -2.92103 19.5422
1609761770563656022 2.77258 -2.91624 19.5326
1609761770568656022 2.77258 -2.91624 19.5326
1609761770573656022 2.79653 -2.92582 19.4847
1609761770578656022 2.79653 -2.92582 19.5134
1609761770583656022 2.79653 -2.92582 19.5134
1609761770588656022 2.78695 -2.9354 19.5326
1609761770593656022 2.78695 -2.9354 19.5326
1609761770598656022 2.78695 -2.9354 19.5326
1609761770603656022 2.77258 -2.94497 19.5326
1609761770608656022 2.77258 -2.94497 19.5326
1609761770613656022 2.75822 -2.91624 19.5182
1609761770618656022 2.75822 -2.91624 19.5182
1609761770623656022 2.77258 -2.88751 19.5039
1609761770628656022 2.77258 -2.88751 19.5039
1609761770633656022 2.77258 -2.86836 19.5039
1609761770638656022 2.77258 -2.86836 19.5039
1609761770643656022 2.76301 -2.90188 19.5422
1609761770648656022 2.76301 -2.90188 19.5422
1609761770653656022 2.75822 -2.93061 19.5039
1609761770658656022 2.75822 -2.93061 19.5039
1609761770663656022 2.80132 -2.94976 19.5517
1609761770668656022 2.80132 -2.94976 19.5517
1609761770673656022 2.80132 -2.90188 19.5613
1609761770678656022 2.80132 -2.90188 19.5613
1609761770683656022 2.77737 -2.92582 19.547
1609761770688656022 2.77737 -2.92582 19.547
1609761770693656022 2.83962 -2.92582 19.4943
1609761770698656022 2.83962 -2.92582 19.4943
1609761770703656022 2.80132 -2.94018 19.5086
1609761770708656022 2.80132 -2.94018 19.5086
1609761770713656022 2.79174 -2.90666 19.5086
1609761770718656022 2.79174 -2.90666 19.5086
1609761770723656022 2.79653 -2.93061 19.5278
1609761770728656022 2.79653 -2.93061 19.5278
1609761770733656022 2.78216 -2.90188 19.5182
1609761770738656022 2.78216 -2.90188 19.5182
1609761770743656022 2.73906 -2.90188 19.5086
1609761770748656022 2.73906 -2.90188 19.5086
1609761770753656022 2.71033 -2.86836 19.5039
1609761770758656022 2.71033 -2.86836 19.5039
1609761770763656022 2.75343 -2.87314 19.4751
1609761770768656022 2.75343 -2.87314 19.4751
1609761770773656022 2.80132 -2.92103 19.5326
1609761770778656022 2.80132 -2.92103 19.5326
1609761770783656022 2.83962 -2.95455 19.5613
